FECHA	HORA	NOx	O3	Veloc.	Direc.	Temp.	H.Rel.	SO2	CO	NO	NO2
		�g/m�	�g/m�	m/s	grados	�C	% H.R.	�g/m�	mg/m�	�g/m�	�g/m�
01/01/2015	00	14	61	0.1	230	6.7	53	3	0.4	2	12
01/01/2015	01	13	62	0.1	257	6	53	3	0.3	2	11
01/01/2015	02	13	60	0.1	259	5.5	55	3	0.3	2	11
01/01/2015	03	13	61	0.1	253	4.9	55	3	0.3	2	11
01/01/2015	04	13	58	0.2	214	4.3	60	3	0.3	2	11
01/01/2015	05	14	56	0.1	258	3.9	62	3	0.2	2	12
01/01/2015	06	14	55	0.2	271	3.6	65	3	0.1	2	12
01/01/2015	07	15	51	0.2	245	3.3	68	3	0.1	2	13
01/01/2015	08	15	51	0.3	284	3.2	69	3	0.1	2	12
01/01/2015	09	14	49	0.3	230	3.8	69	3	0.1	2	12
01/01/2015	10	11	54	0.2	160	7.6	53	3	0.1	2	9
01/01/2015	11	10	58	0.1	77	10.3	46	3	0.2	2	8
01/01/2015	12	11	65	0.2	92	13.2	46	3	0.2	2	9
01/01/2015	13	13	71	0.1	65	16.1	36	3	0.2	2	11
01/01/2015	14	14	76	0.1	76	17.9	28	3	0.1	2	11
01/01/2015	15	14	77	0.2	157	17.3	30	3	0.1	2	12
01/01/2015	16	14	74	0.2	204	14.6	47	3	0.1	2	12
01/01/2015	17	14	73	0.1	342	13.3	62	3	0.1	2	12
01/01/2015	18	14	65	0.1	254	11.2	73	3	0.1	2	12
01/01/2015	19	13	57	0.1	266	9.4	79	3	0.2	2	11
01/01/2015	20	14	52	0.1	252	8.2	79	3	0.3	2	12
01/01/2015	21	13	50	0.2	271	7.4	79	3	0.3	2	11
01/01/2015	22	12	47	0.2	223	6.4	83	3	0.3	2	10
01/01/2015	23	13	48	0.3	246	6	78	3	0.3	2	11
02/01/2015	00	12	46	0.2	277	5.3	75	3	0.3	2	10
02/01/2015	01	12	46	0.1	249	5	71	3	0.4	2	10
02/01/2015	02	12	47	0.2	255	4.5	71	3	0.4	2	10
02/01/2015	03	12	48	0.2	253	4.4	69	3	0.3	2	10
02/01/2015	04	12	50	0.2	251	4.5	66	3	0.3	2	11
02/01/2015	05	12	51	0.1	259	4.4	65	3	0.2	2	10
02/01/2015	06	11	52	0.1	250	4.5	65	3	0.1	2	9
02/01/2015	07	12	51	0.2	243	4.4	66	3	0.2	2	10
02/01/2015	08	12	52	0.2	250	4.6	65	3	0.1	2	10
02/01/2015	09	12	52	0.4	233	5.3	63	3	0.1	2	10
02/01/2015	10	10	52	0.1	142	9.5	50	3	0.3	2	8
02/01/2015	11	10	55	0.1	126	12.2	42	3	0.3	2	9
02/01/2015	12	10	60	0.1	82	15.5	35	3	0.2	2	8
02/01/2015	13	9	65	0.1	123	19.7	28	3	0.1	2	7
02/01/2015	14	12	74	0.4	119	21.3	22	3	0.2	2	10
02/01/2015	15	12	78	0.7	120	19.6	25	3	0.3	2	10
02/01/2015	16	14	78	0.2	212	17.1	30	3	0.2	2	12
02/01/2015	17	14	72	0.1	267	14.8	40	3	0.2	2	12
02/01/2015	18	14	64	0.1	257	12.8	48	3	0.1	2	12
02/01/2015	19	14	60	0.2	259	11.5	51	3	0.2	2	12
02/01/2015	20	13	58	0.4	256	10.3	54	3	0.2	2	12
02/01/2015	21	14	56	0.3	270	9.5	55	3	0.2	2	12
02/01/2015	22	14	53	0.3	258	9	56	3	0.1	2	12
02/01/2015	23	14	49	0.5	266	8.5	57	3	0.1	2	12
03/01/2015	00	14	46	0.4	255	7.9	59	3	0.1	2	12
03/01/2015	01	15	47	0.3	253	7.8	59	3	0.1	2	12
03/01/2015	02	13	49	0.3	257	7.4	60	3	0.1	2	11
03/01/2015	03	14	48	0.4	255	7.1	62	3	0.1	2	12
03/01/2015	04	14	49	0.4	259	6.9	63	3	0.1	2	12
03/01/2015	05	14	51	0.5	252	6.9	62	3	0.1	2	12
03/01/2015	06	14	52	0.3	252	6.9	62	3	0.1	2	12
03/01/2015	07	14	52	0.2	245	6.6	62	3	0.1	2	12
03/01/2015	08	15	51	0.1	249	6.3	63	3	0.1	2	12
03/01/2015	09	13	51	0.2	227	6.9	61	3	0.2	2	11
03/01/2015	10	11	54	0.3	175	11.1	48	3	0.3	2	9
03/01/2015	11	10	59	0.2	170	15	37	3	0.3	2	8
03/01/2015	12	11	65	0.2	162	19.1	30	3	0.2	2	9
03/01/2015	13	12	71	0.1	171	22.7	23	3	0.1	2	9
03/01/2015	14	14	77	0.2	55	24.3	19	3	0.1	2	11
03/01/2015	15	14	78	0.1	205	23.6	20	3	0.1	2	12
03/01/2015	16	16	76	0.2	110	20.3	29	3	0.1	2	14
03/01/2015	17	16	75	0.1	156	18.3	33	3	0.1	2	14
03/01/2015	18	18	68	0.1	292	15.9	40	3	0.2	2	16
03/01/2015	19	15	65	0.2	256	15.8	39	3	0.1	2	12
03/01/2015	20	15	61	0.4	307	14.9	42	3	0.2	2	13
03/01/2015	21	16	59	0.2	255	13.6	45	3	0.2	2	13
03/01/2015	22	14	57	0.2	244	12.4	49	3	0.1	2	12
03/01/2015	23	15	59	0.2	229	11.9	48	3	0.1	2	13
04/01/2015	00	15	58	0.3	255	11.3	48	3	0.1	2	13
04/01/2015	01	14	60	0.4	251	11.1	46	3	0.1	2	12
04/01/2015	02	15	62	0.5	257	11.5	43	3	0.1	2	13
04/01/2015	03	13	63	0.4	263	11.6	42	3	0.1	2	11
04/01/2015	04	14	65	0.2	254	11.4	41	3	0.1	2	12
04/01/2015	05	13	63	0.4	268	11	45	3	0.2	2	11
04/01/2015	06	13	63	0.2	275	10.7	46	3	0.1	2	11
04/01/2015	07	13	61	0.3	290	10.3	49	3	0.1	2	11
04/01/2015	08	14	62	0.3	277	10.5	47	3	0.1	2	12
04/01/2015	09	14	65	0.2	253	11.4	44	3	0.2	2	12
04/01/2015	10	11	64	0.1	175	15.4	37	3	0.2	2	9
04/01/2015	11	11	67	0.2	157	18.1	32	4	0.2	2	9
04/01/2015	12	11	71	0.2	147	20.8	29	3	0.1	2	9
04/01/2015	13	13	71	0.1	85	23.5	28	3	0.1	2	11
04/01/2015	14	14	71	0.5	140	23.8	29	3	0.1	2	11
04/01/2015	15	20	66	1.4	110	20.8	39	3	0.1	2	16
04/01/2015	16	22	64	1.2	114	18	54	3	0.1	2	19
04/01/2015	17	19	63	0.2	61	15.9	58	4	0.1	2	17
04/01/2015	18	19	61	0.1	29	13.9	63	4	0.2	2	16
04/01/2015	19	18	52	0.1	274	12	74	3	0.2	2	16
04/01/2015	20	16	48	0.1	243	11	77	4	0.3	2	14
04/01/2015	21	16	44	0.1	253	10.2	78	6	0.2	2	14
04/01/2015	22	16	46	0.2	250	10	73	3	0.2	2	14
04/01/2015	23	14	46	0.2	256	9.2	72	3	0.2	2	12
05/01/2015	00	14	44	0.1	252	8.4	72	3	0.3	2	12
05/01/2015	01	13	45	0.1	254	7.7	71	3	0.3	2	11
05/01/2015	02	13	43	0.1	259	7	73	3	0.3	2	11
05/01/2015	03	14	43	0.2	235	6.5	75	3	0.3	2	11
05/01/2015	04	13	42	0.2	252	6.2	75	3	0.3	2	11
05/01/2015	05	12	42	0.2	255	5.9	76	3	0.2	2	10
05/01/2015	06	13	42	0.2	258	5.6	76	3	0.1	2	11
05/01/2015	07	13	41	0.3	237	5.5	77	3	0.2	2	11
05/01/2015	08	13	39	0.2	215	5.2	79	3	0.2	2	10
05/01/2015	09	14	40	0.4	210	5.7	77	3	0.1	2	11
05/01/2015	10	11	42	0.3	172	9.3	60	3	0.1	2	9
05/01/2015	11	12	45	0.1	130	12	51	4	0.1	2	9
05/01/2015	12	11	48	0.1	126	14.7	44	3	0.1	2	9
05/01/2015	13	13	58	0.3	141	17.5	41	3	0.1	2	10
05/01/2015	14	15	66	1.3	108	18.3	49	4	0.1	2	12
05/01/2015	15	19	62	1.2	109	17.2	58	4	0.1	2	15
05/01/2015	16	20	58	0.8	115	15	71	3	0.1	2	17
05/01/2015	17	20	54	0.2	111	13.6	80	4	0.1	2	18
05/01/2015	18	19	48	0.1	215	11.8	87	3	0.2	2	17
05/01/2015	19	19	37	0.1	246	10.5	93	3	0.2	2	16
05/01/2015	20	23	30	0.1	276	9.5	96	3	0.2	4	16
05/01/2015	21	18	27	0.1	261	8.8	97	3	0.2	2	15
05/01/2015	22	16	23	0.1	259	8.1	98	3	0.3	2	13
05/01/2015	23	15	20	0.1	267	7.6	99	3	0.2	2	12
06/01/2015	00	16	18	0.1	255	7.3	98	3	0.3	3	12
06/01/2015	01	16	18	0.1	255	6.9	98	3	0.3	3	12
06/01/2015	02	15	17	0.1	278	6.6	98	3	0.2	3	11
06/01/2015	03	15	17	0.1	233	6.2	99	3	0.2	3	10
06/01/2015	04	13	19	0.1	240	6	98	3	0.3	2	10
06/01/2015	05	13	22	0.1	251	5.7	96	4	0.2	2	10
06/01/2015	06	13	23	0.1	244	5.3	96	3	0.1	2	10
06/01/2015	07	13	24	0.1	228	5.1	96	3	0.1	2	10
06/01/2015	08	12	27	0.2	234	5.1	93	3	0.1	2	10
06/01/2015	09	13	31	0.1	229	6	88	3	0.1	2	10
06/01/2015	10	10	35	0.1	160	10	71	3	0.1	2	8
06/01/2015	11	10	44	0.1	76	12.5	61	3	0.1	2	8
06/01/2015	12	10	49	0.3	116	14.9	52	3	0.1	2	8
06/01/2015	13	12	57	0.2	95	17.4	51	3	0.1	2	10
06/01/2015	14	14	62	0.8	117	18.1	54	3	0.1	2	11
06/01/2015	15	15	69	1.5	109	16.3	66	3	0.1	2	12
06/01/2015	16	16	71	1	111	14.9	76	3	0.1	2	14
06/01/2015	17	17	65	0.2	34	13.5	87	3	0.1	2	15
06/01/2015	18	16	55	0.1	355	12	95	3	0.2	2	14
06/01/2015	19	14	46	0.2	195	11.7	97	3	0.3	2	12
06/01/2015	20	13	44	0.2	235	11.7	95	3	0.3	2	11
06/01/2015	21	13	36	0.1	329	11.4	92	3	0.3	2	11
06/01/2015	22	13	34	0.1	274	11.1	92	3	0.3	2	9
06/01/2015	23	11	34	0.1	326	10.6	88	3	0.2	2	9
07/01/2015	00	13	31	0.1	254	9.2	86	3	0.2	2	11
07/01/2015	01	14	31	0.1	258	7.6	87	3	0.2	2	11
07/01/2015	02	13	29	0.1	233	6.3	91	3	0.2	2	10
07/01/2015	03	13	27	0.1	258	5.6	93	3	0.2	2	10
07/01/2015	04	12	23	0.1	227	4.8	97	3	0.2	2	9
07/01/2015	05	12	25	0.3	234	4.6	98	3	0.2	2	9
07/01/2015	06	12	25	0.1	232	4.3	98	3	0.1	2	9
07/01/2015	07	12	24	0.1	245	4	99	3	0.2	2	9
07/01/2015	08	12	26	0.2	232	4.1	98	3	0.1	2	9
07/01/2015	09	12	27	0.2	210	5.4	93	3	0.1	2	9
07/01/2015	10	12	29	0.2	193	6.8	86	3	0.1	2	9
07/01/2015	11	12	34	0.1	171	8.7	76	3	0.1	2	10
07/01/2015	12	11	40	0.1	48	11.8	65	3	0.1	3	7
07/01/2015	13	22	55	0.1	12	15.5	57	3	0.1	8	10
07/01/2015	14	11	67	0.2	105	17.2	54	3	0.1	2	8
07/01/2015	15	9	71	0.9	133	16.5	58	3	0.1	2	7
07/01/2015	16	18	58	0.9	125	13.9	75	3	0.1	2	16
07/01/2015	17	23	57	0.4	95	12.3	85	3	0.2	2	21
07/01/2015	18	23	55	0.1	98	11.2	90	3	0.2	2	20
07/01/2015	19	20	45	0.1	233	11	91	3	0.3	2	18
07/01/2015	20	21	44	0.1	308	11.2	90	3	0.3	2	18
07/01/2015	21	17	39	0.1	246	11	90	3	0.4	2	15
07/01/2015	22	21	37	0.1	266	10.9	90	3	0.3	3	17
07/01/2015	23	15	35	0.1	243	10.8	90	3	0.3	2	12
08/01/2015	00	17	33	0.1	218	10.2	92	3	0.3	2	14
08/01/2015	01	17	37	0.1	224	9	92	3	0.2	2	14
08/01/2015	02	14	36	0.1	212	7.7	93	3	0.1	2	12
08/01/2015	03	13	34	0.1	246	7	94	3	0.1	2	10
08/01/2015	04	14	32	0.1	261	6.4	94	3	0.2	2	11
08/01/2015	05	14	27	0.1	236	5.6	96	3	0.2	2	11
08/01/2015	06	14	25	0.1	232	4.9	98	3	0.3	3	10
08/01/2015	07	13	24	0.1	232	4.6	98	3	0.3	2	10
08/01/2015	08	13	23	0.1	222	4.3	99	3	0.3	3	9
08/01/2015	09	10	25	0.3	214	4.8	96	3	0.2	2	7
08/01/2015	10	6	32	0.5	184	8.2	79	3	0.1	2	4
08/01/2015	11	8	40	0.1	155	11	67	3	0.1	2	6
08/01/2015	12	11	48	0.2	18	14.1	56	3	0.1	2	9
08/01/2015	13	8	60	0.3	126	17.2	48	3	0.1	2	7
08/01/2015	14	9	62	0.9	117	18.1	50	3	0.1	2	7
08/01/2015	15	18	57	0.7	115	17.3	58	3	0.1	2	15
08/01/2015	16	25	54	0.3	131	15	70	3	0.2	2	22
08/01/2015	17	27	51	0.2	132	13.6	79	3	0.2	2	24
08/01/2015	18	30	38	0.1	249	11.7	89	3	0.3	2	26
08/01/2015	19	28	31	0.2	249	10.3	93	4	0.3	3	24
08/01/2015	20	23	31	0.1	254	9.1	94	3	0.3	3	19
08/01/2015	21	18	31	0.2	268	8.3	93	3	0.3	3	15
08/01/2015	22	15	36	0.1	261	7.5	89	3	0.3	2	12
08/01/2015	23	11	39	0.4	244	6.9	86	3	0.3	2	9
09/01/2015	00	11	41	0.1	245	6.2	85	3	0.3	2	9
09/01/2015	01	13	40	0.1	264	5.7	86	3	0.2	2	10
09/01/2015	02	10	42	0.2	254	5.6	84	3	0.1	2	8
09/01/2015	03	8	42	0.2	241	5.6	85	3	0.1	2	6
09/01/2015	04	9	42	0.1	236	5.6	85	3	0.1	2	7
09/01/2015	05	8	43	0.3	240	5.7	85	4	0.1	2	6
09/01/2015	06	9	43	0.1	269	6	86	4	0.1	2	7
09/01/2015	07	8	44	0.2	245	6.2	88	4	0.1	2	6
09/01/2015	08	9	44	0.1	248	6.4	89	3	0.1	2	7
09/01/2015	09	8	43	0.2	222	7.1	88	3	0.1	2	6
09/01/2015	10	8	44	0.1	131	11.3	73	3	0.1	2	6
09/01/2015	11	7	49	0.4	167	14.2	63	3	0.1	2	5
09/01/2015	12	12	54	0.1	56	17.1	54	3	0.1	2	10
09/01/2015	13	10	56	0.1	118	20	46	3	0.1	2	8
09/01/2015	14	7	62	0.3	140	21.3	41	3	0.1	2	5
09/01/2015	15	8	60	0.2	140	20.4	46	3	0.1	2	6
09/01/2015	16	25	52	0.2	164	17.7	57	3	0.1	3	21
09/01/2015	17	29	45	0.2	242	15.6	67	3	0.1	3	25
09/01/2015	18	27	41	0.1	264	13.8	75	3	0.2	3	24
09/01/2015	19	17	40	0.1	252	12.3	77	3	0.1	2	14
09/01/2015	20	16	42	0.2	265	11.5	76	3	0.1	3	12
09/01/2015	21	16	45	0.1	281	11.3	70	3	0.1	2	13
09/01/2015	22	12	46	0.3	271	10.7	69	3	0.1	2	10
09/01/2015	23	12	48	0.2	273	10.3	66	3	0.1	2	10
10/01/2015	00	14	52	0.1	260	10.1	63	3	0.1	2	12
10/01/2015	01	9	53	0.3	249	9.8	63	3	0.1	2	7
10/01/2015	02	9	52	0.4	260	9.4	64	3	0.1	2	7
10/01/2015	03	9	52	0.4	259	9	66	3	0.1	2	8
10/01/2015	04	8	51	0.4	255	8.7	66	5	0.1	2	6
10/01/2015	05	9	52	0.2	258	8.5	67	5	0.1	2	7
10/01/2015	06	12	53	0.1	275	8.3	67	3	0.1	2	9
10/01/2015	07	12	50	0.2	277	8	69	3	0.1	2	9
10/01/2015	08	10	50	0.3	271	8	67	4	0.2	2	8
10/01/2015	09	9	49	0.2	245	8.5	66	5	0.2	2	7
10/01/2015	10	9	50	0.1	98	12.6	53	4	0.2	2	7
10/01/2015	11	11	52	0.1	122	15.4	46	3	0.1	2	8
10/01/2015	12	9	57	0.1	149	19.4	35	3	0.1	2	7
10/01/2015	13	8	61	0.1	150	23.5	28	4	0.1	2	6
10/01/2015	14	11	66	0.2	123	25.9	23	4	0.1	2	8
10/01/2015	15	12	71	0.2	144	24.4	24	3	0.1	2	9
10/01/2015	16	36	57	0.1	160	20.8	35	4	0.1	3	31
10/01/2015	17	33	49	0.1	207	17.8	45	5	0.1	3	29
10/01/2015	18	33	46	0.1	269	15.4	53	3	0.1	3	29
10/01/2015	19	22	46	0.2	258	14.1	52	6	0.1	2	20
10/01/2015	20	17	47	0.4	270	12.4	52	6	0.2	2	14
10/01/2015	21	13	49	0.5	264	11.5	49	5	0.2	2	11
10/01/2015	22	12	51	0.3	251	11.1	44	4	0.2	2	10
10/01/2015	23	12	51	0.3	264	10.4	44	3	0.1	2	10
11/01/2015	00	10	52	0.6	273	10.1	44	3	0.1	2	8
11/01/2015	01	9	53	0.4	267	9.8	45	3	0.1	2	7
11/01/2015	02	10	54	0.3	264	9.6	46	3	0.1	2	8
11/01/2015	03	8	53	0.4	270	8.8	49	3	0.1	2	6
11/01/2015	04	9	55	0.3	224	8.7	49	3	0.1	2	8
11/01/2015	05	9	57	0.3	225	8.6	49	3	0.1	2	8
11/01/2015	06	11	61	0.3	254	8.9	49	3	0.1	2	9
11/01/2015	07	9	64	0.2	266	9.4	49	3	0.1	2	8
11/01/2015	08	10	61	0.3	261	9.4	52	3	0.1	2	8
11/01/2015	09	9	62	0.4	278	12.5	52	3	0.1	2	8
11/01/2015	10	10	64	0.4	77	16.5	47	4	0.1	2	8
11/01/2015	11	9	62	0.4	125	17.5	49	3	0.1	2	7
11/01/2015	12	9	61	0.3	60	18.5	47	3	0.1	2	7
11/01/2015	13	8	64	0.5	72	20.6	42	3	0.1	2	6
11/01/2015	14	10	63	0.4	39	20.5	43	3	0.1	2	8
11/01/2015	15	9	68	0.3	158	20.7	42	3	0.1	2	7
11/01/2015	16	14	70	0.2	200	18.8	47	4	0.1	2	12
11/01/2015	17	14	68	0.4	263	17	52	6	0.1	2	12
11/01/2015	18	7	77	0.6	218	15.5	53	4	0.2	2	5
11/01/2015	19	8	78	0.4	225	14.6	57	3	0.3	2	6
11/01/2015	20	12	76	0.2	274	13.6	61	3	0.3	2	10
11/01/2015	21	11	68	0.2	232	12	68	3	0.3	2	10
11/01/2015	22	10	63	0.2	237	10.9	72	3	0.2	2	8
11/01/2015	23	11	60	0.1	267	10	76	3	0.2	2	9
12/01/2015	00	8	55	0.2	254	9	80	3	0.2	2	7
12/01/2015	01	11	51	0.1	256	8.2	83	3	0.3	2	9
12/01/2015	02	10	49	0.1	254	7.6	85	3	0.1	2	8
12/01/2015	03	9	46	0.1	257	7.1	85	3	0.1	2	7
12/01/2015	04	9	42	0.1	229	6.4	88	3	0.1	2	7
12/01/2015	05	9	39	0.1	251	5.7	90	3	0.1	2	7
12/01/2015	06	9	35	0.1	257	5.2	92	3	0.1	2	7
12/01/2015	07	9	33	0.1	242	4.9	93	3	0.2	2	7
12/01/2015	08	10	30	0.1	245	4.5	95	3	0.3	2	8
12/01/2015	09	8	30	0.2	218	5.1	93	3	0.2	2	6
12/01/2015	10	6	35	0.3	178	8.8	76	3	0.1	2	4
12/01/2015	11	8	41	0.2	165	12	64	3	0.1	2	6
12/01/2015	12	10	48	0.2	114	15.1	56	3	0.1	2	8
12/01/2015	13	11	64	0.1	38	18.4	47	3	0.1	2	9
12/01/2015	14	7	75	0.7	174	19.9	42	3	0.1	2	5
12/01/2015	15	8	79	0.6	184	19.1	46	3	0.1	2	6
12/01/2015	16	11	80	0.6	182	17	53	3	0.1	2	9
12/01/2015	17	24	66	0.1	31	15.1	72	3	0.1	2	21
12/01/2015	18	36	51	0.1	10	13.4	89	3	0.2	2	33
12/01/2015	19	36	41	0.1	286	12.2	96	3	0.3	3	32
12/01/2015	20	25	35	0.1	267	10.7	95	3	0.4	3	21
12/01/2015	21	16	39	0.1	240	10.1	92	3	0.3	2	14
12/01/2015	22	14	38	0.1	261	9.7	91	4	0.3	2	11
12/01/2015	23	12	37	0.1	252	9.5	90	4	0.4	2	9
13/01/2015	00	11	36	0.2	244	9.6	90	3	0.4	2	9
13/01/2015	01	13	34	0.2	225	9.6	90	3	0.3	2	11
13/01/2015	02	15	32	0.3	219	9.4	92	3	0.1	2	12
13/01/2015	03	13	32	0.2	226	9.1	91	3	0.1	2	10
13/01/2015	04	13	31	0.2	197	9.2	90	3	0.1	2	10
13/01/2015	05	12	30	0.3	226	9.3	88	3	0.1	2	9
13/01/2015	06	14	30	0.1	214	9.2	88	3	0.1	2	10
13/01/2015	07	14	30	0.1	232	9.3	87	4	0.1	2	10
13/01/2015	08	12	29	0.1	240	9	88	7	0.2	2	9
13/01/2015	09	11	28	0.1	215	9.1	88	4	0.1	2	8
13/01/2015	10	7	32	0.2	166	11.8	75	4	0.1	2	5
13/01/2015	11	10	35	0.1	166	13.2	68	5	0.1	2	7
13/01/2015	12	9	43	0.3	191	16.4	54	4	0.1	2	7
13/01/2015	13	9	54	0.1	134	20.1	40	8	0.1	2	7
13/01/2015	14	11	66	0.1	102	22.6	31	7	0.1	2	9
13/01/2015	15	24	61	0.3	86	20.8	38	6	0.1	3	19
13/01/2015	16	56	37	0.3	337	16.7	64	6	0.1	7	46
13/01/2015	17	42	42	0.3	136	15.3	70	5	0.1	3	37
13/01/2015	18	47	36	0.1	217	13.8	77	4	0.2	4	42
13/01/2015	19	50	26	0.1	285	12.1	84	4	0.2	4	44
13/01/2015	20	38	25	0.1	228	11.1	85	6	0.2	3	34
13/01/2015	21	30	25	0.2	247	10	88	10	0.2	2	27
13/01/2015	22	27	26	0.1	258	9.3	88	11	0.3	2	23
13/01/2015	23	22	28	0.1	236	8.7	87	13	0.3	3	19
14/01/2015	00	18	33	0.2	264	8.3	84	7	0.3	2	15
14/01/2015	01	14	36	0.1	267	7.9	82	8	0.2	2	11
14/01/2015	02	10	39	0.2	250	8.1	80	7	0.1	2	9
14/01/2015	03	11	41	0.3	278	8.4	80	3	0.1	2	9
14/01/2015	04	11	42	0.2	299	8.7	80	3	0.1	2	9
14/01/2015	05	10	46	0.2	293	9.8	77	3	0.1	2	8
14/01/2015	06	13	49	0.1	253	9.9	78	3	0.1	2	11
14/01/2015	07	13	47	0.1	275	9.5	81	3	0.1	2	10
14/01/2015	08	11	47	0.1	276	9.4	82	3	0.1	2	8
14/01/2015	09	11	43	0.1	246	9.7	82	3	0.1	2	8
14/01/2015	10	9	44	0.1	156	13.3	67	3	0.1	2	7
14/01/2015	11	8	51	0.1	101	15.8	57	3	0.1	2	7
14/01/2015	12	10	60	0.5	112	17.9	48	3	0.1	2	8
14/01/2015	13	8	68	0.9	111	19.5	41	3	0.1	2	7
14/01/2015	14	18	63	1	113	20.3	42	3	0.1	3	14
14/01/2015	15	22	61	1.1	125	18.8	48	3	0.1	3	18
14/01/2015	16	16	66	0.4	146	16.5	56	3	0.2	2	14
14/01/2015	17	17	69	0.3	157	15.1	60	3	0.2	2	15
14/01/2015	18	18	62	0.1	218	13.2	68	3	0.3	2	16
14/01/2015	19	20	55	0.1	287	11.4	76	3	0.3	2	17
14/01/2015	20	16	53	0.1	230	10.4	78	3	0.4	2	14
14/01/2015	21	16	51	0.1	241	9.5	81	3	0.4	2	14
14/01/2015	22	14	47	0.2	243	8.7	84	3	0.4	2	12
14/01/2015	23	14	44	0.2	232	8.2	86	3	0.5	2	11
15/01/2015	00	15	41	0.2	254	7.7	88	3	0.5	2	13
15/01/2015	01	16	36	0.2	263	7.1	90	3	0.4	2	13
15/01/2015	02	18	33	0.2	232	6.9	91	3	0.1	3	14
15/01/2015	03	18	33	0.1	212	6.7	92	5	0.1	3	14
15/01/2015	04	18	31	0.2	225	6.6	92	6	0.1	3	14
15/01/2015	05	13	32	0.3	221	6.9	90	4	0.1	2	10
15/01/2015	06	10	34	0.1	229	6.9	90	4	0.1	2	7
15/01/2015	07	19	34	0.1	260	6.7	89	5	0.5	10	5
15/01/2015	08	10	33	0.2	239	6.5	89	4	0.4	2	8
15/01/2015	09	10	34	0.3	212	7.4	86	3	0.1	2	7
15/01/2015	10	11	37	0.3	166	10.7	72	3	0.1	2	8
15/01/2015	11	14	42	0.1	115	13.4	62	4	0.1	3	10
15/01/2015	12	14	49	0.1	72	16.4	53	5	0.1	3	10
15/01/2015	13	11	62	0.2	150	20.3	39	7	0.1	2	8
15/01/2015	14	10	75	0.5	228	21.7	33	5	0.1	2	7
15/01/2015	15	11	74	0.3	202	20.7	38	5	0.1	2	8
15/01/2015	16	7	80	1.5	238	19.1	42	4	0.1	2	5
15/01/2015	17	7	78	0.8	243	17.6	46	6	0.1	2	5
15/01/2015	18	7	79	0.8	243	16.4	51	3	0.1	2	5
15/01/2015	19	12	80	0.4	258	15.8	52	3	0.3	2	9
15/01/2015	20	12	79	0.3	236	15.1	54	6	0.5	2	10
15/01/2015	21	15	70	0.3	259	13.7	60	6	0.6	2	12
15/01/2015	22	13	70	0.2	300	14.6	59	5	0.6	2	11
15/01/2015	23	12	71	0.3	262	14.9	59	5	0.5	2	10
16/01/2015	00	9	68	0.5	218	14.2	62	6	0.5	2	7
16/01/2015	01	15	66	0.3	257	13.6	64	5	0.5	2	13
16/01/2015	02	10	69	0.4	254	14.1	64	4	0.1	2	9
16/01/2015	03	10	69	0.3	243	14.1	66	3	0.1	2	8
16/01/2015	04	11	67	0.2	231	14	68	3	0.1	2	9
16/01/2015	05	10	70	0.5	244	14.4	68	3	0.1	2	8
16/01/2015	06	7	67	0.9	213	14.2	70	4	0.1	2	5
16/01/2015	07	7	67	0.8	223	14.1	71	3	0.1	2	6
16/01/2015	08	11	65	0.2	239	14.1	71	3	0.1	2	9
16/01/2015	09	7	65	0.6	229	14.7	67	3	0.1	2	5
16/01/2015	10	6	73	1.5	231	14.6	60	3	0.1	2	5
16/01/2015	11	7	76	0.8	132	14.4	56	3	0.1	2	5
16/01/2015	12	7	76	0.6	119	14.3	55	3	0.1	2	6
16/01/2015	13	7	76	0.9	19	14.6	50	3	0.1	2	6
16/01/2015	14	7	77	1.2	151	15.7	41	3	0.1	2	5
16/01/2015	15	6	83	1.4	201	15.7	36	3	0.1	2	5
16/01/2015	16	8	83	1.4	207	13.6	37	3	0.1	2	7
16/01/2015	17	7	84	1	202	12.7	36	3	0.1	2	6
16/01/2015	18	6	82	1.3	227	12.1	39	3	0.1	2	4
16/01/2015	19	7	79	1.5	233	11.7	40	3	0.2	2	5
16/01/2015	20	6	77	1.2	318	11.3	43	3	0.3	2	5
16/01/2015	21	8	74	0.8	225	10.8	47	3	0.3	2	6
16/01/2015	22	6	75	1.2	229	10.5	49	3	0.2	2	5
16/01/2015	23	8	75	1	234	10.3	51	3	0.3	2	6
17/01/2015	00	6	76	1.3	245	10.4	50	3	0.4	2	5
17/01/2015	01	6	76	1.3	171	10.3	50	3	0.3	2	4
17/01/2015	02	6	78	0.9	204	9.5	54	3	0.1	2	5
17/01/2015	03	6	77	1	223	8.8	59	3	0.1	2	5
17/01/2015	04	8	74	0.5	230	8	63	3	0.1	2	6
17/01/2015	05	7	74	0.8	231	7.9	63	3	0.1	2	6
17/01/2015	06	9	73	0.4	254	7.6	64	3	0.1	2	7
17/01/2015	07	7	73	0.6	226	7.9	62	3	0.1	2	5
17/01/2015	08	7	74	1.2	239	8	62	3	0.1	2	6
17/01/2015	09	6	73	0.7	182	9	58	3	0.1	2	4
17/01/2015	10	6	71	0.7	202	9.9	56	3	0.2	2	5
17/01/2015	11	7	72	0.8	166	11.4	50	3	0.2	2	5
17/01/2015	12	6	74	1	158	13.3	43	3	0.1	2	4
17/01/2015	13	6	74	0.9	224	15.1	36	3	0.1	2	4
17/01/2015	14	6	75	1	176	15.8	34	3	0.1	2	4
