FECHA	HORA	SO2	CO	NO	NO2	NOx	O3	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.
		µg/m³	mg/m³	µg/m³	µg/m³	µg/m³	µg/m³	m/s	grados	°C	% H.R.	mb	W/m²	l/m²
14/06/2016	08	3	0.1	3	25	30	61	0.1	188		58	1002	447	0
14/06/2016	09	3	0.1	2	18	22	77	0.2	162		48	1002	649	0
14/06/2016	10	3	0.1	4	17	22	82	0.3	146		38	1001	802	0
14/06/2016	11	3					68	2.1	63		46	1001	916	0
14/06/2016	12	3					68	2	55		47	1001	979	0
14/06/2016	13	3					70	2.5	56		44	1000	983	0
14/06/2016	14	3					74	1.2	67		39	1000	906	0
14/06/2016	15	3					81	0.6	100		34	999	533	0
14/06/2016	16	3					70	1.5	48		42	998	693	0
14/06/2016	17	3					77	0.8	35		39	998	516	0
14/06/2016	18	3	0.1				71	2	72		58	998	48	0
14/06/2016	19	3	0.1				63	1.4	41		70	997	17	0
14/06/2016	20		0.1				66	1.2	46		77	997	0	0
14/06/2016	21		0.1				63	0.6	34		80	997	0	0
14/06/2016	22		0.1				59	0.2	6		81	998	0	0
14/06/2016	23		0.1	5	21	28	43	0.1	298		82	998	0	0
15/06/2016	00		0.1	4	20	27	30	0.2	245		84	997	0	0
15/06/2016	01		0.1	4	18	24	38	0.3	236		86	997	0	0
15/06/2016	02		0.1	3	17	22	31	0.5	222		87	996	0	0
15/06/2016	03		0.1	2	17	20	34	0.5	219		87	996	0	0
15/06/2016	04		0.1	2	19	22	33	0.3	224		83	996	0	0
15/06/2016	05		0.1	2	15	17	33	0.1	236		67	996	0	0
15/06/2016	06		0.1	3	18	21	31	0.2	242		61	996	44	0
15/06/2016	07		0.1				35	0.7	255		55	997	245	0
15/06/2016	08	3	0.1	2	7	10	50	0.4	239		45	997	460	0
15/06/2016	09	3	0.1	3	8	12	52	1.6	256		42	997	672	0
15/06/2016	10	3	0.1	4	7	14	56	1.3	251		39	997	801	0
15/06/2016	11	3					60	1.2	250		36	996	921	0
15/06/2016	12	3					65	1.1	251		32	996	932	0
15/06/2016	13	3					67	1.2	247		29	995	939	0
15/06/2016	14	3					68	1.3	249		28	994	918	0
15/06/2016	15	3					72	1.2	56		34	994	487	0
15/06/2016	16	3					76	1.2	61		41	994	271	0
15/06/2016	17	3					80	1.5	31		37	993	462	0
15/06/2016	18	3	0.1				73	0.7	233		28	994	76	0
15/06/2016	19	3	0.1				74	0.7	238		29	994	3	0
15/06/2016	20		0.1				77	1.1	256		29	994	0	0
15/06/2016	21		0.1				72	0.4	255		32	995	0	0
15/06/2016	22		0.1				70	0.7	252		36	996	0	0
15/06/2016	23		0.1				68	0.5	262		37	996	0	0
16/06/2016	00		0.1	4	7	13	65	0.3	247		41	997	0	0
16/06/2016	01		0.1	3	7	12	61	0.1	234		46	997	0	0
16/06/2016	02		0.1	3	8	12	56	0.2	259		49	997	0	0
16/06/2016	03		0.1	3	7	11	51	0.1	237		54	997	0	0
16/06/2016	04		0.1	4	9	15	50	0.2	232		53	998	0	0
16/06/2016	05		0.1	5	9	15	49	0.5	248		52	998	0	0
16/06/2016	06		0.1	4	10	17	48	0.8	255		51	999	2	0
16/06/2016	07		0.1				44	0.9	257		52	999	61	0
16/06/2016	08	3	0.1	5	15	22	46	1.1	257		50	1000	186	0
16/06/2016	09	3	0.1	2	5	6	59	1	243		43	1000	537	0
16/06/2016	10	3	0.1	2	6	8	60	1.3	245		36	1000	817	0
16/06/2016	11	3	0.1	2	7	8	62	1.3	249		34	1000	839	0
16/06/2016	12	3	0.1	2	9	11	64	1.3	249		32	1000	819	0
16/06/2016	13	3	0.1	2	6	9	64	0.9	241		32	1000	607	0
16/06/2016	14	3	0.1	3	8	12	66	1	247		31	1000	692	0
16/06/2016	15	3	0.2	3	7	12	68	1.8	253		30	1000	408	0
16/06/2016	16	3	0.2	4	9	14	69	1.2	252		28	1000	665	0
16/06/2016	17	3	0.1	4	7	13	71	1.1	252		27	1000	534	0
16/06/2016	18	3	0.1	6	7	16	71	1.3	253		29	1000	43	0
16/06/2016	19	3	0.1	7	6	18	71	1.9	260		30	1001	0	0
16/06/2016	20		0.1	6	7	16	64	0.2	255		34	1002	0	0
16/06/2016	21		0.1	3	8	12	56	0.2	251		39	1003	0	0
16/06/2016	22		0.1	2	14	16	44	0.1	210		45	1004	0	0
16/06/2016	23		0.1	3	25	28	24	0.1	169		50	1004	0	0
17/06/2016	00		0.1	2	13	15	31	0.2	250		56	1005	0	0
17/06/2016	01		0.1	2	13	15	33	0.1	238		57	1005	0	0
17/06/2016	02		0.1	2	13	15	39	0.4	231		53	1005	0	0
17/06/2016	03		0.1	2	11	13	41	0.3	232		56	1005	0	0
17/06/2016	04		0.1	2	10	12	41	0.9	236		57	1006	0	0
17/06/2016	05		0.1	2	13	16	36	0.7	231		58	1006	0	0
17/06/2016	06		0.2	5	27	34	25	0.6	228		58	1007	50	0
17/06/2016	07		0.2				36	0.4	233		53	1008	188	0
17/06/2016	08	3	0.1	3	10	13	52	0.4	233	23.1	46	1008	451	0
17/06/2016	09	3	0.1	16	15	38	57	0.6	246	25	41	1009	661	0
17/06/2016	10	3	0.1	6	11	20	69	0.3	191	26.6	37	1009	815	0
17/06/2016	11	3	0.1	8	8	19	75	0.3	218	27.8	34	1008	652	0
17/06/2016	12	3	0.1	7	8	19	78	0.4	198	28.7	32	1008	685	0
17/06/2016	13	3	0.1	7	8	18	80	0.5	210	29.9	30	1008	747	0
17/06/2016	14	3	0.1	7	11	22	104	1.1	124	28.4	36	1007	646	0
17/06/2016	15	3	0.1	7	11	21	109	1.1	110	28.5	36	1007	520	0
17/06/2016	16	3	0.1	6	12	22	106	0.8	106	28.5	38	1006	405	0
17/06/2016	17	3	0.1	6	12	21	101	0.6	103	29.1	38	1006	418	0
17/06/2016	18	3	0.1	5	11	20	101	0.6	123	28.8	37	1006	106	0
17/06/2016	19	3	0.1	6	15	24	92	0.2	104	27.7	38	1007	27	0
17/06/2016	20	3	0.1	5	16	25	81	0.3	152	26.7	40	1007	0	0
17/06/2016	21	3	0.1	5	14	23	74	0.8	256	24.2	54	1009	0	0
17/06/2016	22	3	0.1	6	15	25	73	0.9	321	21.5	73	1010	0	0
17/06/2016	23	3		9	15	28	65	0.2	359	20.4	78	1011	0	0
18/06/2016	00	3					49	0.2	279	19.7	82	1011	0	0
18/06/2016	01	3					50	0.1	342	19.1	85	1011	0	0
18/06/2016	02	3					39	0.1	305	18.6	86	1011	0	0
18/06/2016	03	3					26	0.1	264	18.2	87	1011	0	0
18/06/2016	04	3					16	0.1	300	17.2	87	1012	0	0
18/06/2016	05	3					15	0.1	251	17.2		1012	0	0
18/06/2016	06	3					16	0.1	212	18		1013	7	0
18/06/2016	07	3	0.1				26	0.1	1	19.9	81	1013	86	0
18/06/2016	08		0.1				54	0.6	45	21.4	68	1013	206	0
18/06/2016	09		0.1				71	1.3	67	23.4	55	1014	564	0
18/06/2016	10		0.1				76	1.7	58	23.9	53	1014	588	0
18/06/2016	11		0.1				79	1.8	72	24.1	53	1014	617	0
18/06/2016	12		0.1				82	1.9	78	25	51	1014	977	0
18/06/2016	13		0.1				83	1.9	72	25.5	51	1014	918	0
18/06/2016	14		0.1				83	2.9	63	25	53	1014	914	0
18/06/2016	15		0.1				88	2.1	61	25.6	49	1014	513	0
18/06/2016	16		0.1				83	3	58	25.3	50	1014	684	0
18/06/2016	17		0.1				85	2.2	55	24.9	50	1014	509	0
18/06/2016	18		0.1				90	0.6	87	25.5	42	1014	45	0
18/06/2016	19		0.1				80	0.9	45	23.4	50	1015	0	0
18/06/2016	20	3	0.1				68	0.3	28	20.9	62	1016	0	0
18/06/2016	21	3					66	0.4	36	19.5	72	1018	0	0
18/06/2016	22	3					59	0.2	24	18.7	77	1018	0	0
18/06/2016	23	3					44	0.2	335	17.1	84	1019	0	0
19/06/2016	00	3					36	0.1	336	16.9	87	1019	0	0
19/06/2016	01	3					24	0.1	248	17	86	1019	0	0
19/06/2016	02	3					28	0.1	246	16.2	85	1019	0	0
19/06/2016	03	3					23	0.1	201	15.4	87	1018	0	0
19/06/2016	04	3					19	0.1	261	14.6		1019	0	0
19/06/2016	05	3					16	0.2	244	14.3		1019	0	0
19/06/2016	06	3					37	0.3	219	16.4	79	1019	56	0
19/06/2016	07	3					48	0.3	200	19	65	1019	219	0
19/06/2016	08		0.1				65	0.2	208	21.7	55	1019	379	0
19/06/2016	09		0.1				76	0.3	228	23.5	53	1018	585	0
19/06/2016	10		0.1				77	1.2	64	24.5	47	1018	776	0
19/06/2016	11		0.1				81	2.7	58	24.6	47	1017	911	0
19/06/2016	12		0.1				84	3.3	59	24.9	46	1017	970	0
19/06/2016	13		0.1				90	3.2	59	25.6	44	1016	981	0
19/06/2016	14		0.1				90	2	70	26.8	39	1016	915	0
19/06/2016	15		0.1				85	1.6	79	27.6	39	1015	512	0
19/06/2016	16		0.1				86	0.8	134	27.9	40	1014	689	0
19/06/2016	17		0.1				88	0.7	89	27.4	42	1014	473	0
19/06/2016	18		0.1				90	1.8	61	25.5	42	1014	54	0
19/06/2016	19		0.1				86	0.8	46	24.1	44	1014	6	0
19/06/2016	20	3	0.1				74	0.6	34	21.8	57	1015	0	0
19/06/2016	21	3					60	0.2	6	19.8	71	1016	0	0
19/06/2016	22	3					45	0.2	350	18.3	83	1017	0	0
19/06/2016	23	3					37	0.2	284	17.8		1017	0	0
20/06/2016	00	3					40	0.2	197	18		1017	0	0
20/06/2016	01						31	0.1	197	17.3	80	1016	0	0
20/06/2016	02						23	0.1	236	15.7	83	1017	0	0
20/06/2016	03						33	0.2	229	15.6	84	1015	0	0
20/06/2016	04						32	0.1	227	15.3	80	1016	0	0
20/06/2016	05						20	0.1	269	14.1	83	1016	0	0
20/06/2016	06						19	0.2	245	15.2	81	1017	43	0
20/06/2016	07						40	0.3	224	18.8	66	1016	239	0
20/06/2016	08						61	0.2	240	22	53	1016	450	0
20/06/2016	09						74	0.3	44	24.5	50	1016	641	0
20/06/2016	10						79	0.8	56	25.3	51	1016	786	0
20/06/2016	11						85	1.4	50	26.1	50	1016	900	0
20/06/2016	12						89	1.5	58	26.9	45	1015	947	0
20/06/2016	13						94	1.8	65	27.2	41	1015	966	0
20/06/2016	14						92	2.5	59	27.3	43	1015	927	0
20/06/2016	15						90	2	58	28.3	42	1014	512	0
20/06/2016	16						92	2.2	56	28.6	43	1013	693	0
20/06/2016	17						90	2	56	28.6	38	1013	524	0
20/06/2016	18						86	2	59	27.3	47	1013	47	0
20/06/2016	19						85	1.5	47	25.9	47	1014	0	0
20/06/2016	20						74	0.6	35	23.4	59	1014	0	0
20/06/2016	21						58	0.4	355	21	73	1015	0	0
20/06/2016	22						44	0.2	349	19.8	83	1016	0	0
20/06/2016	23						39	0.3	345	19.2	86	1016	0	0
21/06/2016	00						33	0.1	327	18.7	85	1017	0	0
21/06/2016	01						23	0.1	229	17.9	87	1017	0	0
21/06/2016	02						21	0.2	232	17.2	88	1017	0	0
21/06/2016	03						22	0.1	225	16.6	88	1016	0	0
21/06/2016	04						18	0.2	219	16.2	88	1016	0	0
21/06/2016	05						21	0.3	233	16	83	1017	0	0
21/06/2016	06						25	0.3	229	17.6	76	1016	43	0
21/06/2016	07						43	0.4	213	20.3	62	1017	240	0
21/06/2016	08						64	0.3	200	23.5	51	1016	452	0
21/06/2016	09						85	0.2	232	26.5	42	1016	646	0
21/06/2016	10						96	0.4	82	28.4	37	1016	787	0
21/06/2016	11						96	1.7	56	28.5	37	1015	894	0
21/06/2016	12						93	2.7	58	28.9	34	1015	956	0
21/06/2016	13						94	2.7	61	29.3	34	1015	966	0
21/06/2016	14						90	2.7	59	29.4	38	1014	920	0
21/06/2016	15						90	3	58	29.5	36	1014	502	0
21/06/2016	16						89	2.9	58	29.6	34	1014	705	0
21/06/2016	17						88	2.5	55	29.2	34	1013	518	0
21/06/2016	18						85	1.7	58	27.4	40	1013	87	0
21/06/2016	19						79	1.2	55	26.2	48	1013	2	0
21/06/2016	20						66	1	44	23.8	63	1014	0	0
21/06/2016	21						62	0.4	22	21.5	76	1014	0	0
21/06/2016	22						55	0.3	339	20.1	83	1015	0	0
21/06/2016	23						51	0.3	12	19.3	85	1015	0	0
22/06/2016	00						51	0.2	4	19.2	85	1015	0	0
22/06/2016	01	3	0.1				35	0.1	250	18.4	87	1014	0	0
22/06/2016	02	3	0.1				27	0.1	186	17.7	86	1014	0	0
22/06/2016	03	3	0.1				24	0.1	223	16.8	83	1014	0	0
22/06/2016	04	3	0.1				16	0.1	199	16.1	86	1014	0	0
22/06/2016	05	3	0.1				8	0.1	228	15.8	86	1014	0	0
22/06/2016	06	3	0.1				24	0.2	231	17.5	74	1014	41	0
22/06/2016	07	3	0.1				38	0.2	222	20.4	63	1015	234	0
22/06/2016	08	3	0.1	2	19	21	59	0.1	227	23.1	60	1015	445	0
22/06/2016	09	4	0.1	2	12	13	76	0.2	11	25.3	58	1015	637	0
22/06/2016	10	4	0.1	2	12	13	91	0.6	54	26.6	52	1015	782	0
22/06/2016	11	4	0.1	2	13	15	98	2.2	63	27.3	52	1015	887	0
22/06/2016	12	4	0.1	2	10	12	87	2.9	70	27.4	52	1014	953	0
22/06/2016	13	4	0.1	2	10	11	84	3.1	60	27.4	57	1014	957	0
22/06/2016	14	4	0.1	2	9	9	82	3.1	59	27.9	56	1014	915	0
22/06/2016	15	3	0.1	2	10	11	78	2.8	63	28	57	1013	499	0
22/06/2016	16	4	0.1	2	10	11	81	3	56	27.5	58	1012	681	0
22/06/2016	17	4	0.1	2	11	12	84	2.2	59	27.9	51	1012	514	0
22/06/2016	18	4	0.1	2	11	12	82	2	54	26.9	53	1012	49	0
22/06/2016	19	3	0.1	2	11	12	76	2.1	55	24.9	63	1012	0	0
22/06/2016	20	3	0.1	2	10	11	77	1.7	51	23.1	74	1012	0	0
22/06/2016	21	3	0.2	2	10	11	75	1.2	43	21.7	84	1013	0	0
22/06/2016	22	3	0.2	2	11	13	67	0.7	40	21.1	88	1014	0	0
22/06/2016	23	3	0.1	2	8	10	61	0.4	26	20.2	90	1014	0	0
23/06/2016	00	3	0.1	2	11	13	49	0.1	357	19.6	92	1014	0	0
23/06/2016	01	3	0.1	6	10	19	39	0.2	308	19.1	93	1014	0	0
23/06/2016	02	3	0.1	9	11	25	26	0.3	234	18.3	93	1014	0	0
23/06/2016	03	3	0.1	9	10	23	28	0.2	182	17.8	92	1014	0	0
23/06/2016	04	3	0.1	11	12	28	18	0.2	269	17.8	91	1014	0	0
23/06/2016	05													0
23/06/2016	06													0
23/06/2016	07	3	0.3				39	0.4	219	21.8	74	1014	221	0
23/06/2016	08	3	0.1				61	0.3	232	24	67	1014	428	0
23/06/2016	09	3	0.1				77	0.2	234	26.2	58	1015	634	0
23/06/2016	10	3	0.1				87	0.2	109	28.3	47	1014	792	0
23/06/2016	11	4	0.1				97	0.6	68	29.7	43	1014	900	0
23/06/2016	12	4	0.1				92	2.1	60	29.6	51	1014	957	0
23/06/2016	13	3	0.1				93	2.7	53	30.4	47	1013	963	0
23/06/2016	14	3	0.1				92	2.3	61	31.4	45	1012	920	0
23/06/2016	15	3	0.1				88	2.2	59	31.6	39	1011	516	0
23/06/2016	16	3	0.1				92	1	102	32.1	38	1011	679	0
23/06/2016	17	3	0.1				91	0.9	76	31.5	42	1010	457	0
23/06/2016	18	3	0.1				83	1	43	29.3	51	1010	66	0
23/06/2016	19	3	0.1				83	1.5	70	25.8	65	1011	2	0
23/06/2016	20	3	0.1				77	1.5	130	23.4	77	1011	0	0
23/06/2016	21	3	0.1				70	0.6	28	22.1	83	1013	0	0
23/06/2016	22	3	0.1				63	0.2	10	21.3	86	1013	0	0
23/06/2016	23	3	0.1				43	0.1	254	20.8	87	1013	0	0
24/06/2016	00	3	0.1				31	0.1	243	20.3	88	1013	0	0
24/06/2016	01	3	0.1				30	0.2	238	19.9	89	1013	0	0
24/06/2016	02	3	0.1				26	0.1	205	19.4	89	1012	0	0
24/06/2016	03	3	0.1				18	0.1	281	18.4	91	1011	0	0
24/06/2016	04	3	0.1				14	0.1	262	17.8	92	1011	0	0
24/06/2016	05	3	0.1				19	0.3	230	18.2	92	1011	0	0
24/06/2016	06	3	0.3				20	0.3	220	19.1	89	1011	31	0
24/06/2016	07	3	0.1				34	0.2	217	21.8	79	1011	198	0
24/06/2016	08	3	0.1				57	0.2	31	24.9	69	1011	398	0
24/06/2016	09	3	0.1				73	0.9	45	26.3	65	1011	604	0
24/06/2016	10	3	0.1				82	1.7	51	27.4	65	1011	762	0
24/06/2016	11	3	0.1				91	2.5	53	27.9	62	1011	873	0
24/06/2016	12	3	0.1				92	2.8	49	28.6	61	1010	929	0
24/06/2016	13	3	0.1				91	3	48	29.3	59	1009	933	0
24/06/2016	14	3	0.1				95	2.9	50	30	54	1008	840	0
24/06/2016	15	3	0.1				96	2.5	51	30.3	51	1008	565	0
24/06/2016	16	3	0.1				104	2.1	57	30.4	47	1007	627	0
24/06/2016	17	3	0.1				106	1.8	68	29.9	51	1007	441	0
24/06/2016	18	3	0.1				98	1.8	64	27.5	62	1007	72	0
24/06/2016	19	3	0.1				79	1.4	48	25.4	70	1007	12	0
24/06/2016	20	3	0.1				81	1.1	40	23.5	75	1007	0	0
24/06/2016	21	3	0.1				72	0.2	3	22.4	79	1008	0	0
24/06/2016	22	3	0.1				62	0.1	310	21.8	81	1008	0	0
24/06/2016	23	3	0.1				40	0.1	289	21.1	83	1008	0	0
25/06/2016	00	3	0.1				32	0.1	255	20.4	85	1008	0	0
25/06/2016	01	3	0.1				18	0.1	243	19.8	86	1008	0	0
25/06/2016	02	3	0.1				17	0.1	230	19.2	88	1007	0	0
25/06/2016	03	3	0.1				19	0.1	246	19.2	88	1007	0	0
25/06/2016	04	3	0.1				25	0.2	240	19.1	89	1008	0	0
25/06/2016	05	3	0.1				27	0.2	234	19.2	88	1008	0	0
25/06/2016	06	3	0.1				29	0.3	231	19.7	87	1008	12	0
25/06/2016	07	3	0.1				38	0.3	224	21.6	81	1009	109	0
25/06/2016	08	3	0.1				56	0.2	221	23.6	74	1009	223	0
25/06/2016	09	3	0.1				75	0.4	53	25.6	68	1009	455	0
25/06/2016	10	4	0.1				85	1.2	52	26.2	65	1009	532	0
25/06/2016	11	3	0.1				90	1.2	64	27.1	61	1009	697	0
25/06/2016	12	3	0.1				90	1.5	60	28.1	55	1008	886	0
25/06/2016	13	3	0.1				89	1.9	48	28.4	59	1008	848	0
25/06/2016	14	3	0.1				91	2.3	56	28.3	59	1008	851	0
25/06/2016	15	3	0.1				92	2.1	58	27	63	1007	454	0
25/06/2016	16	3	0.1				84	1.5	59	26	69	1007	240	0
25/06/2016	17	3	0.1				82	1.7	58	25	74	1007	177	0
25/06/2016	18	3	0.1				82	2.2	54	24.2	76	1007	93	0
25/06/2016	19	3	0.1				78	1.5	52	23.8	78	1007	14	0
25/06/2016	20	3	0.1				83	0.8	41	23.1	82	1007	0	0
25/06/2016	21	3	0.1				71	0.3	25	22.1	85	1008	0	0
25/06/2016	22	3	0.1				52	0.1	338	21.5	89	1008	0	0
25/06/2016	23	3	0.1				43	0.1	339	21.2	91	1008	0	0
26/06/2016	00	3	0.1				34	0.1	319	21.1	91	1008	0	0
26/06/2016	01	3	0.1				24	0.1	330	20.8	91	1009	0	0
26/06/2016	02	3	0.1				23	0.1	307	20	91	1009	0	0
26/06/2016	03	3	0.1				21	0.1	339	19.5	92	1008	0	0
26/06/2016	04	3	0.1				30	0.1	279	19.8	92	1008	0	0
26/06/2016	05	3	0.1				56	0.6	38	20.9	93	1008	0	0
26/06/2016	06	3	0.1				56	0.3	40	21.4	93	1009	13	0
26/06/2016	07	3	0.1				62	0.7	40	22.6	91	1010	72	0
26/06/2016	08	3	0.1				72	1.3	57	24	80	1010	179	0
26/06/2016	09	3	0.1				75	1.4	48	24.2	77	1010	157	0
26/06/2016	10	3	0.1				75	2.2	50	26.3	67	1011	686	0
26/06/2016	11	3	0.1				71	2.6	48	25.5	71	1011	366	0
26/06/2016	12	3	0.1				74	2.6	52	26.3	68	1011	725	0
26/06/2016	13	3	0.1				78	2.4	62	27.6	61	1010	914	0
26/06/2016	14	3	0.1				82	2.7	61	27.5	62	1010	811	0
26/06/2016	15	3	0.1				80	2.3	74	27.3	63	1010	591	0
26/06/2016	16	3	0.1				81	2.2	71	26.9	63	1010	589	0
26/06/2016	17	3	0.1				78	1.9	68	26.4	63	1010	449	0
26/06/2016	18	3	0.1				76	1.8	55	25.5	66	1010	107	0
26/06/2016	19	3	0.1				75	0.9	68	24.5	70	1010	44	0
26/06/2016	20	3	0.1				69	0.5	50	23.4	75	1011	0	0
26/06/2016	21	3	0.1				61	0.3	27	22	83	1012	0	0
26/06/2016	22	3	0.1				50	0.1	0	21.2	87	1013	0	0
26/06/2016	23	3	0.1				36	0.1	292	20.4	89	1013	0	0
27/06/2016	00	3	0.1				30	0.1	352	19.6	91	1013	0	0
27/06/2016	01	3	0.1				20	0.1	288	19.3	91	1013	0	0
27/06/2016	02	3	0.1				19	0.1	248	18.9	91	1013	0	0
27/06/2016	03	3	0.1				18	0.1	250	18.7	91	1013	0	0
27/06/2016	04	3	0.1				20	0.1	248	18.7	91	1013	0	0
27/06/2016	05	3	0.1				14	0.1	221	18.8	90	1013	0	0
27/06/2016	06	3	0.1				21	0.1	252	19.1	89	1014	15	0
27/06/2016	07	3	0.2				29	0.1	254	21.1	84	1014	137	0
27/06/2016	08	3	0.1				50	0.1	337	23.7	74	1014	263	0
27/06/2016	09	3	0.1				61	0.4	39	24.3	72	1015	276	0
27/06/2016	10	3	0.1				68	0.9	50	25.4	68	1014	377	0
27/06/2016	11	3	0.1				79	1.2	59	27.2	60	1014	804	0
27/06/2016	12	3	0.1				82	2.1	62	28.1	56	1014	958	0
27/06/2016	13	3	0.1				82	2.4	66	28.3	56	1014	929	0
27/06/2016	14	3	0.1				85	2.2	68	28.3	60	1013	842	0
27/06/2016	15	3	0.1				82	2.8	58	27.8	63	1013	550	0
27/06/2016	16	3	0.1				84	2.3	58	27.9	59	1012	616	0
27/06/2016	17	3	0.1				85	1.5	56	28.1	56	1012	438	0
27/06/2016	18	3	0.1				84	1.5	56	27.2	59	1011	84	0
27/06/2016	19	3	0.1				77	1.5	52	25.4	64	1011	14	0
27/06/2016	20	3	0.1				71	1.2	57	23.9	70	1012	0	0
27/06/2016	21	3	0.1				65	0.4	43	22.9	76	1012	0	0
27/06/2016	22	3	0.1				60	0.2	40	22.4	75	1013	0	0
27/06/2016	23	3	0.1				40	0.1	307	20.7	84	1013	0	0
28/06/2016	00	3	0.1				27	0.1	260	19.7	88	1013	0	0
28/06/2016	01	3	0.1				30	0.1	202	19.8	88	1013	0	0
28/06/2016	02	3	0.1				32	0.1	104	19.6	88	1013	0	0
28/06/2016	03	3	0.1				23	0.1	301	18.9	88	1012	0	0
28/06/2016	04	3	0.1				18	0.1	247	18.6	90	1012	0	0
28/06/2016	05	3	0.1				13	0.2	220	18.1	91	1012	1	0
28/06/2016	06	3	0.1				17	0.2	227	19.6	89	1012	57	0
28/06/2016	07	3	0.1				36	0.2	224	22.4	78	1012	198	0
28/06/2016	08	3	0.1				58	0.3	223	24.1	71	1012	346	0
28/06/2016	09	3	0.1				73	0.1	136	26	64	1012	418	0
28/06/2016	10	3	0.1				82	0.4	44	27.6	60	1012	721	0
28/06/2016	11	3	0.1				89	0.5	57	29.1	56	1012	836	0
28/06/2016	12	3	0.1				88	1.7	55	29.2	56	1011	814	0
28/06/2016	13	3	0.1				87	2	60	29.1	55	1011	783	0
28/06/2016	14	3	0.1				83	1.7	61	28.5	53	1010	347	0
28/06/2016	15	3	0.1				78	0.6	63	28.5	52	1009	173	0
28/06/2016	16	3	0.1				81	0.5	93	28.8	51	1009	295	0
28/06/2016	17	3	0.1				85	0.3	100	28.9	49	1008	154	0
28/06/2016	18	3	0.1				79	1	44	26.9	60	1007	131	0
28/06/2016	19	3	0.1				81	1.5	43	24.6	72	1008	30	0
28/06/2016	20	3	0.1				85	1.6	44	23.6	76	1008	0	0
28/06/2016	21	3	0.1				79	1	43	23.1	81	1009	0	0
28/06/2016	22	3	0.1				74	0.2	86	23.3	81	1010	0	0
28/06/2016	23	3	0.1				60	0.1	42	22.8	81	1009	0	0
29/06/2016	00	3	0.1				45	0.1	350	22	86	1009	0	0
29/06/2016	01	3	0.1				45	0.2	354	21.6	90	1009	0	0
29/06/2016	02	3	0.1				44	0.1	329	21.6	89	1008	0	0
29/06/2016	03	3	0.1				36	0.1	127	21.9	87	1008	0	0
29/06/2016	04	3	0.1				27	0.2	230	21.6	88	1008	0	0
29/06/2016	05	3	0.1				34	0.1	143	21.8	87	1008	0	0
29/06/2016	06	3	0.1				23	0.1	279	21.8	87	1008	0	0
29/06/2016	07	3	0.2				21	0.1	259	22.3	86	1008	16	0
29/06/2016	08	3	0.1				37	0.1	314	23.4	81	1008	133	0
29/06/2016	09	3	0.1				67	0.3	80	26	68	1009	497	0
29/06/2016	10	3	0.1				82	0.9	47	28	59	1009	747	0
29/06/2016	11	3	0.1				86	1.2	41	29.2	54	1009	840	0
29/06/2016	12	3	0.1				88	1.8	47	29.6	52	1008	902	0
29/06/2016	13	3	0.1				85	2.3	50	29.6	55	1008	910	0
29/06/2016	14	3	0.1				85	2.9	60	29.7	55	1007	843	0
29/06/2016	15	3	0.1				80	3.2	52	29.3	58	1006	530	0
29/06/2016	16	3	0.1				80	3.1	55	29.5	59	1005	618	0
29/06/2016	17	3	0.1				79	3.1	51	28.7	64	1005	469	0
29/06/2016	18	3	0.1				81	2.7	46	26.2	73	1005	74	0
29/06/2016	19	3	0.1				81	2	44	24.8	80	1006	15	0
29/06/2016	20	3	0.1				77	1.1	40	24.1	82	1006	0	0
29/06/2016	21	4	0.1				70	1	36	23.7	84	1008	0	0
29/06/2016	22	4	0.1	2	12	12	69	0.7	35	23.4	85	1008	0	0
29/06/2016	23	4	0.1	2	12	13	68	0.5	43	23.4	85	1009	0	0
30/06/2016	00	4	0.1	2	12	13	69	0.3	93	23.4	84	1008	0	0
30/06/2016	01	3	0.1	2	15	16	42	0.1	297	22.2	87	1008	0	0
30/06/2016	02	3	0.1	2	19	19	31	0.3	234	21.6	89	1007	0	0
30/06/2016	03	3	0.1				28	0.3	228	21.3	90	1007	0	0
30/06/2016	04	3	0.1				30	0.2	203	21.4	90	1007	0	0
30/06/2016	05	3	0.1				32	0.3	220	21.6	88	1007	0	0
30/06/2016	06	3	0.2				29	0.2	233	22.1	87	1007	21	0
30/06/2016	07	3	0.1	2	27	28	39	0.2	235	24.3	80	1008	180	0
30/06/2016	08	3	0.1	2	26	28	58	0.1	244	27.3	68	1008	400	0
30/06/2016	09	3	0.1				74	0.1	56	28.6	61	1008	402	0
30/06/2016	10	3	0.1	2	26	27	82	0.6	49	29.7	59	1008	572	0
30/06/2016	11	3	0.1	2	22	23	77	1.8	52	29.5	64	1008	604	0
30/06/2016	12	3	0.1	2	20	21	81	2.7	50	30.3	63	1008	952	0
30/06/2016	13	3	0.1	3	19	22	85	2.6	50	30.7	62	1007	881	0
30/06/2016	14	3	0.1	6	19	28	83	2.5	52	31.3	57	1007	781	0
30/06/2016	15	3	0.1	7	23	33	85	1.9	52	30	57	1006	200	0
30/06/2016	16	3	0.1	5	23	30	75	0.8	336	27.8	71	1006	25	0
30/06/2016	17	3	0.1				60	0.3	76	26.5	80	1007	56	0.2
30/06/2016	18	3	0.1				70	1	46	26.6	77	1007	78	0
30/06/2016	19	3	0.1				68	1.4	48	25.3	82	1007	13	0
30/06/2016	20	3	0.1				61	1.6	48	24.2	87	1007	0	0
30/06/2016	21	4	0.1				58	0.4	20	23.5	90	1008	0	0
