FECHA	HORA	SO2	CO	NO	NO2	NOx	O3	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.
		µg/m³	mg/m³	µg/m³	µg/m³	µg/m³	µg/m³	m/s	grados	°C	% H.R.	mb	W/m²	l/m²
01/01/2016	00	3	0.2	5	24	31	20	0.1	58	16.9	87	1024	0	0
01/01/2016	01	3	0.2	5	26	33	22	0.5	39	16.9	89	1023	0	0
01/01/2016	02	3	0.2	4	24	30	20	0.1	36	16.6	89	1023	0	0
01/01/2016	03	3	0.2	5	23	30	15	0.1	355	15.8	91	1023	0	0
01/01/2016	04	3	0.2	6	22	31	11	0.1	230	15.4	92	1023	0	0
01/01/2016	05	3	0.2	6	20	29	8	0.1	226	15.5	92	1023	0	0
01/01/2016	06	3	0.1	7	19	30	6	0.1	207	15.5	93	1023	0	0
01/01/2016	07	3	0.2	6	18	27	6	0.1	202	15.7	93	1023	0	0
01/01/2016	08	3	0.1	7	18	27	7	0.1	271	15.8	92	1023	0	0
01/01/2016	09	3	0.1	7	18	29	9	0.1	244	15.9	93	1024	0	0
01/01/2016	10	3	0.1	6	20	29	14	0.1	230	16.6	92	1024	15	0
01/01/2016	11	3	0.1	6	21	30	26	0.1	188	18.3	85	1024	239	0
01/01/2016	12	3	0.1	5	20	28	36	0.1	169	20.4	74	1023	338	0
01/01/2016	13	3	0.1	3	19	24	48	0.1	213	21.4	70	1021	337	0
01/01/2016	14	3	0.1	4	19	24	48	0.5	47	21.6	70	1020	342	0
01/01/2016	15	4	0.1	4	21	28	44	1.6	59	20.9	73	1019	185	0
01/01/2016	16	3	0.1	3	20	25	49	1.2	42	19.7	80	1018	46	0
01/01/2016	17	3	0.1	3	22	27	44	0.2	23	18.6	85	1018	3	0
01/01/2016	18	3	0.1	3	21	26	38	0.1	360	17.2	90	1018	0	0
01/01/2016	19	3	0.1	5	24	32	23	0.1	313	16.1	92	1018	0	0
01/01/2016	20	3	0.2	7	25	36	14	0.1	238	15.5	93	1019	0	0
01/01/2016	21	3	0.1	7	26	37	14	0.1	231	15.2	94	1018	0	0
01/01/2016	22	3	0.1	6	23	33	14	0.2	256	14.6	94	1018	0	0
01/01/2016	23	3	0.2	6	22	31	14	0.2	249	14.8	95	1017	0	0
02/01/2016	00	3	0.1	6	21	29	24	0.6	253	15.5	92	1017	0	0
02/01/2016	01	3	0.1	6	20	29	26	0.2	266	15.1	89	1017	0	0
02/01/2016	02	3	0.1	4	19	26	29	1	230	15.4	88	1016	0	0
02/01/2016	03	3	0.1	3	19	24	42	1.4	224	17.5	78	1016	0	0
02/01/2016	04	3	0.1	5	17	24	38	0.3	189	17.2	78	1017	0	0
02/01/2016	05	3	0.1	3	17	21	41	0.3	244	18.3	74	1016	0	0
02/01/2016	06	3	0.1	4	18	24	40	0.1	215	18.4	75	1016	0	0
02/01/2016	07	3	0.1	3	18	22	49	0.3	255	18.6	71	1017	0	0
02/01/2016	08	3	0.1	3	18	22	55	0.3	258	18.5	67	1018	0	0
02/01/2016	09	3	0.1	3	18	22	56	0.6	263	17.7	65	1019	19	0
02/01/2016	10	3	0.1	3	18	22	57	0.2	261	18.1	61	1020	116	0
02/01/2016	11	3	0.1	3	17	21	60	0.8	265	18.5	58	1021	155	0
02/01/2016	12	3	0.1	2	16	20	60	1	263	18.6	56	1021	158	0
02/01/2016	13	3	0.1	2	16	18	68	2.5	259	19.3	50	1020	191	0
02/01/2016	14	3	0.1	2	15	18	73	2.3	258	20.7	45	1020	342	0
02/01/2016	15	3	0.1	3	15	19	68	3.1	258	20.3	46	1019	189	0
02/01/2016	16	3	0.1	3	15	18	69	2.1	262	20.3	45	1019	144	0
02/01/2016	17	3	0.1	3	16	21	61	1	268	19	49	1020	34	0
02/01/2016	18	3	0.1	3	15	19	62	1.8	260	17.5	52	1020	0	0
02/01/2016	19	3	0.1	2	19	23	59	1.4	246	16.7	54	1021	0	0
02/01/2016	20	3	0.1	2	22	24	52	0.5	233	15.6	58	1021	0	0
02/01/2016	21	3	0.1	3	21	24	50	0.9	233	14.4	64	1022	0	0
02/01/2016	22	3	0.1	2	22	25	49	0.8	225	13.9	67	1022	0	0
02/01/2016	23	3	0.1	4	21	26	48	0.2	217	13.5	68	1022	0	0
03/01/2016	00	3	0.1	2	20	23	45	0.4	231	12.5	72	1022	0	0
03/01/2016	01	3	0.1	3	21	25	37	0.1	222	11.3	77	1021	0	0
03/01/2016	02	3	0.1	2	20	24	31	0.1	228	10.8	80	1020	0	0
03/01/2016	03	3	0.1	3	20	25	28	0.1	229	11.1	81	1020	0	0
03/01/2016	04	3	0.2	4	18	24	27	0.1	183	11.4	80	1020	0	0
03/01/2016	05	3	0.1	3	18	22	18	0.1	255	10.1	85	1018	0	0
03/01/2016	06	3	0.1	4	19	24	24	0.1	172	10.7	84	1018	0	0
03/01/2016	07	3	0.1	3	20	25	29	0.1	261	11.5	80	1018	0	0
03/01/2016	08	3	0.1	4	21	26	31	0.1	219	12.6	76	1018	0	0
03/01/2016	09	3	0.2	3	21	24	40	0.1	308	13.6	73	1018	10	0
03/01/2016	10	3	0.1	2	19	22	51	0.3	260	15.5	67	1018	19	0
03/01/2016	11	3	0.1	3	20	24	55	0.4	261	16.4	62	1018	55	0
03/01/2016	12	3	0.1	3	19	22	62	0.5	253	17.7	57	1017	110	0
03/01/2016	13	3	0.1	2	18	21	64	1	255	18.8	54	1015	127	0
03/01/2016	14	3	0.1	2	16	20	66	2.3	252	19.3	55	1014	46	0
03/01/2016	15	3	0.1	3	18	21	65	0.8	234	19.6	55	1013	37	0
03/01/2016	16	3	0.1	3	17	22	67	2.5	255	20.2	55	1013	12	0
03/01/2016	17	3	0.1	3	16	20	66	3.1	263	20.2	57	1012	0	0
03/01/2016	18	3	0.1	3	17	20	64	4	260	20.3	58	1013	0	0
03/01/2016	19	3	0.1	2	18	21	62	3.4	251	20.3	58	1011	0	0
03/01/2016	20	3	0.1	2	18	21	63	3.5	244	20.4	59	1010	0	0
03/01/2016	21	3	0.1	2	19	21	62	3	241	20.4	60	1009	0	0
03/01/2016	22	3	0.1	7	24	34	59	2.8	238	20.7	61	1009	0	0
03/01/2016	23	3	0.1	3	33	37	56	2	242	21	62	1008	0	0
04/01/2016	00	3	0.1	4	28	35	56	4.9	249	21.8	58	1007	0	0
04/01/2016	01	3	0.1	5	15	23	57	6.5	247	22.3	57	1007	0	0
04/01/2016	02	3	0.1	6	19	28	56	6.2	245	22.5	57	1006	0	0
04/01/2016	03	3	0.1	7	23	33	52	4.6	239	22.5	57	1006	0	0
04/01/2016	04	3	0.1	5	22	28	49	3.4	242	22.8	58	1005	0	0
04/01/2016	05	3	0.1	3	22	27	48	3.6	250	23	59	1005	0	0
04/01/2016	06	3	0.1	3	25	29	47	2.6	250	23.2	59	1005	0	0
04/01/2016	07	3	0.1	4	21	27	46	3.6	254	23.3	58	1004	0	0
04/01/2016	08	3	0.1	6	21	30	44	2.5	253	23.3	57	1004	0	0
04/01/2016	09	3	0.1	8	26	38	42	2.4	254	23.1	56	1005	1	0
04/01/2016	10	3	0.1	3	26	31	43	2.9	241	23.5	56	1005	29	0
04/01/2016	11	3	0.1	4	25	31	44	2.6	240	23.9	53	1005	51	0
04/01/2016	12	3	0.1	3	27	32	47	3.3	244	24.4	49	1005	31	0
04/01/2016	13	3	0.1	3	28	32	47	3.1	247	24.8	48	1003	32	0
04/01/2016	14	3	0.1	2	30	33	50	3.9	256	25.7	45	1002	96	0
04/01/2016	15	3	0.1	4	28	34	49	2.8	251	26.3	45	1001	134	0
04/01/2016	16	3	0.1	4	27	33	48	2.4	244	26.5	45	1000	167	0
04/01/2016	17	3	0.1	5	17	25	45	0.7	252	24.9	49	1001	13	0
04/01/2016	18	3	0.1	11	26	42	47	2.5	240	23.6	51	1002	0	0
04/01/2016	19	3	0.1	4	20	26	51	2	245	22.8	50	1002	0	0
04/01/2016	20	3	0.1	8	24	37	52	2.7	239	22.3	50	1002	0	0
04/01/2016	21	3	0.1	5	31	39	55	2.7	241	22	49	1002	0	0
04/01/2016	22	3	0.1	2	31	34	56	3.1	244	22	50	1002	0	0
04/01/2016	23	3	0.1	5	30	38	50	0.3	323	21.4	53	1002	0	0
05/01/2016	00	3	0.1	2	28	32	50	0.3	278	21.4	56	1003	0	0
05/01/2016	01	3	0.1	4	28	33	49	1.1	263	21.1	62	1004	0	0
05/01/2016	02	3	0.1	3	27	31	48	1.2	256	19.8	67	1004	0	0
05/01/2016	03	3	0.1	3	26	31	49	1.5	258	19.2	66	1004	0	0
05/01/2016	04	3	0.2	4	26	32	49	1	258	18.4	66	1004	0	0
05/01/2016	05	3	0.1	3	21	25	57	0.9	252	18.2	64	1004	0	0
05/01/2016	06	3	0.1	3	22	25	63	1.2	252	17.8	64	1004	0	0
05/01/2016	07	3	0.1	3	19	23	61	1.2	248	17.3	65	1005	0	0
05/01/2016	08	3	0.1	3	23	28	52	0.4	218	16.9	66	1006	0	0
05/01/2016	09	3	0.1	4	23	29	54	0.7	244	16.8	65	1006	0	0
05/01/2016	10	3	0.1	2	19	22	58	2.3	261	17.6	60	1007	149	0
05/01/2016	11	3	0.1	2	19	22	61	1.7	261	19.2	53	1007	321	0
05/01/2016	12	3	0.1	3	17	21	62	2.5	259	19.2	51	1007	224	0
05/01/2016	13	3	0.1	2	18	21	64	2.6	261	19	50	1007	324	0
05/01/2016	14	3	0.1	2	18	21	71	2.1	258	20	37	1006	347	0
05/01/2016	15	3	0.1	2	17	20	71	1.8	260	19.6	39	1006	243	0
05/01/2016	16	3	0.1	2	18	20	70	1	260	19.2	38	1006	178	0
05/01/2016	17	3	0.1	3	17	20	69	1.1	262	17.9	41	1007	48	0
05/01/2016	18	3	0.1	2	19	22	67	1.1	256	16.1	49	1008	0	0
05/01/2016	19	3	0.1	2	16	19	69	1.3	253	14.5	56	1009	0	0
05/01/2016	20	3	0.1	2	17	19	64	1.1	255	14.4	57	1009	0	0
05/01/2016	21	3	0.1	2	16	18	67	1.3	259	14.4	55	1010	0	0
05/01/2016	22	3	0.1	2	15	18	66	1.4	256	14.4	56	1010	0	0
05/01/2016	23	3	0.1	2	17	20	62	0.7	263	13.6	59	1011	0	0
06/01/2016	00	3	0.1	2	18	21	58	0.2	229	12.7	62	1012	0	0
06/01/2016	01	3	0.1	2	17	21	58	0.3	247	12.5	63	1012	0	0
06/01/2016	02	3	0.1	2	17	20	60	1	255	12.1	63	1012	0	0
06/01/2016	03	3	0.1	2	16	19	60	0.9	258	11.7	64	1013	0	0
06/01/2016	04	3	0.1	2	17	20	60	0.6	258	11.7	63	1014	0	0
06/01/2016	05	3	0.1	2	17	19	59	0.6	258	11.2	64	1014	0	0
06/01/2016	06	3	0.2	2	15	18	61	1.2	255	11.5	62	1015	0	0
06/01/2016	07	3	0.1	2	13	16	62	1.4	256	11.5	62	1015	0	0
06/01/2016	08	3	0.1	2	13	16	61	2	259	11.5	62	1016	0	0
06/01/2016	09	3	0.1	2	12	15	62	1.7	256	12.8	59	1017	97	0
06/01/2016	10	3	0.1	2	13	16	64	1.6	257	14.4	54	1018	276	0
06/01/2016	11	3	0.1	2	14	16	63	1.5	256	14.8	53	1018	303	0
06/01/2016	12	3	0.1	2	14	17	64	1.3	254	15.3	51	1017	286	0
06/01/2016	13	3	0.1	3	12	15	65	1.8	251	15.4	51	1016	208	0
06/01/2016	14	3	0.1	2	12	14	67	1.6	261	16	49	1016	196	0
06/01/2016	15	3	0.1	2	13	16	67	1.4	260	16.2	49	1016	131	0
06/01/2016	16	3	0.1	2	14	18	67	1.1	251	16	50	1017	24	0
06/01/2016	17	3	0.1	2	15	18	67	1.3	259	16.1	51	1017	9	0
06/01/2016	18	3	0.1	2	16	19	63	0.8	248	15.2	56	1017	0	0
06/01/2016	19	3	0.1	2	18	21	60	0.8	240	14.7	59	1017	0	0
06/01/2016	20	3	0.1	2	17	20	63	1.3	251	15.1	59	1017	0	0
06/01/2016	21	3	0.1	2	16	19	67	1.4	253	16	58	1017	0	0
06/01/2016	22	3	0.1	2	15	18	66	2.5	253	16.7	57	1016	0	0
06/01/2016	23	3	0.1	2	14	17	65	2.6	253	16.9	58	1016	0	0
07/01/2016	00	3	0.1	3	12	15	64	2.3	248	17.3	59	1015	0	0
07/01/2016	01	3	0.1	2	14	17	65	1.2	258	17.8	59	1015	0	0
07/01/2016	02	3	0.1	3	13	17	70	1.7	245	19	56	1014	0	0
07/01/2016	03	3	0.1	2	13	16	70	1.6	242	19.1	56	1014	0	0
07/01/2016	04	3	0.1	2	13	16	69	2	251	19.2	56	1014	0	0
07/01/2016	05	3	0.1	2	13	15	67	1.6	244	19.3	57	1014	0	0
07/01/2016	06	3	0.1	2	13	15	67	2.2	252	19.2	59	1015	0	0
07/01/2016	07	3	0.1	2	13	16	64	2.8	247	19.1	61	1014	0	0
07/01/2016	08	3	0.1	2	12	14	61	2.2	247	18.8	64	1015	0	0
07/01/2016	09	3	0.1	2	10	14	60	1.5	255	19.6	63	1015	0	0
07/01/2016	10	3	0.1	2	14	17	57	2.3	259	20	62	1016	7	0
07/01/2016	11	3	0.1	2	14	18	57	2	254	20.6	61	1016	52	0
07/01/2016	12	3	0.1	2	17	20	56	1	237	21.7	57	1016	167	0
07/01/2016	13	3	0.1	3	17	20	57	1.4	253	22.9	55	1015	237	0
07/01/2016	14	3	0.1	2	15	17	59	1.8	255	23.5	52	1014	248	0
07/01/2016	15	3	0.1	2	15	18	59	2.2	260	23.6	51	1014	157	0
07/01/2016	16	3	0.1	3	13	17	59	2.5	259	23.7	51	1014	179	0
07/01/2016	17	3	0.1	2	16	19	57	1.6	253	22.7	52	1015	25	0
07/01/2016	18	3	0.1	3	18	21	53	1.2	258	21.4	57	1015	0	0
07/01/2016	19	3	0.1	2	16	19	55	1.6	263	21.3	57	1015	0	0
07/01/2016	20	3	0.1	2	16	19	54	1.4	236	21.1	58	1015	0	0
07/01/2016	21	3	0.1	3	23	28	44	0.2	163	19.6	64	1015	0	0
07/01/2016	22	3	0.1	4	21	26	47	0.1	187	19.5	64	1015	0	0
07/01/2016	23	3	0.1	3	22	26	45	0.1	232	18.9	67	1015	0	0
08/01/2016	00	3	0.1	3	20	24	46	0.5	254	18.3	69	1015	0	0
08/01/2016	01	3	0.1	2	17	21	49	0.4	222	18.6	69	1015	0	0
08/01/2016	02	3	0.1	3	16	20	46	0.2	153	18.3	69	1014	0	0
08/01/2016	03	3	0.1	2	17	20	45	0.2	224	18	69	1014	0	0
08/01/2016	04	3	0.1	2	17	19	46	0.2	235	18	69	1014	0	0
08/01/2016	05	3	0.1	3	20	24	36	0.1	205	16.9	73	1014	0	0
08/01/2016	06	3	0.1	2	21	25	34	0.1	222	16.5	75	1014	0	0
08/01/2016	07	3	0.1	4	29	34	27	0.1	220	16.2	77	1014	0	0
08/01/2016	08	3	0.1	5	30	38	23	0.2	208	16.1	78	1015	0	0
08/01/2016	09	3	0.2	7	32	42	26	0.1	207	18.1	71	1015	101	0
08/01/2016	10	3	0.1	6	27	35	34	0.1	205	20.9	62	1015	241	0
08/01/2016	11	3	0.1	3	20	24	48	0.1	214	23.1	54	1014	416	0
08/01/2016	12	3	0.1	2	17	19	54	0.2	291	24.3	51	1013	434	0
08/01/2016	13	3	0.1	2	14	17	56	0.2	307	24.6	50	1012	312	0
08/01/2016	14	4	0.1	3	15	18	54	0.2	348	25.2	49	1011	399	0
08/01/2016	15	3	0.1	2	16	18	60	0.3	324	25.3	45	1010	174	0
08/01/2016	16	4	0.1	2	15	18	66	0.4	260	24.3	42	1011	124	0
08/01/2016	17	3	0.1	3	17	20	63	0.4	263	21.8	50	1011	0	0
08/01/2016	18	3	0.1	2	16	19	66	0.8	262	21	51	1011	0	0
08/01/2016	19	3	0.1	2	20	23	53	0.4	248	19.5	56	1011	0	0
08/01/2016	20	3	0.1	2	27	30	45	0.3	234	18.9	56	1012	0	0
08/01/2016	21	3	0.1	3	21	25	57	0.4	227	19.4	54	1011	0	0
08/01/2016	22	3	0.1	3	19	23	58	0.5	223	19.4	54	1011	0	0
08/01/2016	23	3	0.1	2	20	23	51	0.2	226	18.8	56	1011	0	0
09/01/2016	00	3	0.1	2	19	22	52	0.3	228	18.2	60	1011	0	0
09/01/2016	01	3	0.1	2	17	21	50	0.3	230	17.4	63	1010	0	0
09/01/2016	02	3	0.1	2	18	21	51	0.1	228	18	61	1009	0	0
09/01/2016	03	3	0.1	2	18	21	45	0.1	316	17.7	63	1009	0	0
09/01/2016	04	3	0.1	3	19	23	37	0.1	102	16.9	67	1009	0	0
09/01/2016	05	3	0.1	3	20	24	28	0.1	233	15.6	74	1009	0	0
09/01/2016	06	3	0.1	4	20	26	20	0.1	251	14.7	78	1008	0	0
09/01/2016	07	3	0.1	3	22	27	33	0.3	226	16.9	67	1009	0	0
09/01/2016	08	3	0.1	3	24	28	36	0.3	223	18.1	62	1009	0	0
09/01/2016	09	3	0.1	3	25	29	34	0.2	234	18.5	61	1009	2	0
09/01/2016	10	3	0.2	3	22	27	40	0.6	226	19.9	60	1009	120	0
09/01/2016	11	3	0.1	4	16	20	58	1.5	251	21.8	55	1009	196	0
09/01/2016	12	3	0.1	2	15	17	67	1.2	256	22.9	53	1009	258	0
09/01/2016	13	3	0.1	2	13	16	72	2.3	259	23.4	50	1008	221	0
09/01/2016	14	3	0.1	2	13	16	71	1.4	262	25	44	1008	393	0
09/01/2016	15	3	0.1	2	12	14	73	1.7	260	24.3	44	1008	190	0
09/01/2016	16	3	0.1	2	13	15	71	1.2	261	23.6	44	1009	159	0
09/01/2016	17	3	0.1	2	12	15	70	1.7	261	21.9	46	1010	19	0
09/01/2016	18	3	0.1	2	14	17	68	0.9	261	19.9	50	1011	0	0
09/01/2016	19	3	0.1	2	14	17	66	0.5	254	18.7	51	1012	0	0
09/01/2016	20	3	0.1	2	14	17	67	0.3	242	17.8	48	1013	0	0
09/01/2016	21	3	0.1	2	18	21	64	0.4	234	17.5	50	1014	0	0
09/01/2016	22	3	0.1	2	19	22	58	0.2	224	16.9	54	1014	0	0
09/01/2016	23	3	0.1	2	16	19	59	0.5	222	16.9	58	1014	0	0
10/01/2016	00	3	0.1	2	15	18	63	0.8	226	17.6	58	1014	0	0
10/01/2016	01	3	0.1	2	10	13	69	2.1	239	18	57	1014	0	0
10/01/2016	02	3	0.1	2	11	13	72	2.3	238	18.3	55	1013	0	0
10/01/2016	03	3	0.1	2	11	15	72	1.6	238	18.3	55	1013	0	0
10/01/2016	04	3	0.1	3	13	17	68	0.3	199	17.6	55	1013	0	0
10/01/2016	05	3	0.1	3	12	16	65	0.4	204	17.2	56	1013	0	0
10/01/2016	06	3	0.1	4	15	21	64	0.2	192	16.8	57	1013	0	0
10/01/2016	07	3	0.1	2	14	18	61	0.2	193	16.9	56	1013	0	0
10/01/2016	08	3	0.2	2	17	19	60	0.9	207	17.1	55	1013	0	0
10/01/2016	09	3	0.2	2	14	17	68	2.4	229	18.4	52	1013	16	0
10/01/2016	10	3	0.2	2	13	16	71	3.2	234	19.7	49	1013	149	0
10/01/2016	11	3	0.1	3	12	16	71	2.2	230	20.4	48	1013	149	0
10/01/2016	12	3	0.2	2	12	15	71	2.3	230	21.6	45	1012	258	0
10/01/2016	13	3	0.1	2	12	15	73	2.5	246	23	41	1011	273	0
10/01/2016	14	3	0.1	2	10	14	78	3.5	257	23	40	1011	220	0
10/01/2016	15	3	0.1	2	9	12	77	3.1	256	23.1	41	1011	108	0
10/01/2016	16	3	0.1	2	10	14	77	2.7	247	23.1	41	1011	66	0
10/01/2016	17	3	0.1	2	12	15	73	1.3	231	22.3	42	1012	5	0
10/01/2016	18	3	0.1	2	14	17	69	1.1	225	21.3	44	1012	0	0
10/01/2016	19	3	0.1	3	13	16	71	1.7	229	21.4	44	1012	0	0
10/01/2016	20	3	0.2	3	14	17	69	1.4	231	20.8	48	1012	0	0
10/01/2016	21	3	0.1	2	12	15	70	2.1	234	20.7	48	1012	0	0
10/01/2016	22	3	0.1	3	12	17	73	1.7	226	20.8	47	1012	0	0
10/01/2016	23	3	0.1	3	12	16	71	1.1	211	20.7	48	1012	0	0
11/01/2016	00	3	0.1	2	11	15	73	1.3	215	20.6	47	1011	0	0
11/01/2016	01	3	0.1	2	14	17	72	0.8	202	20.6	46	1011	0	0
11/01/2016	02	3	0.1	3	13	16	71	1.1	209	20.5	47	1010	0	0
11/01/2016	03	3	0.1	2	11	15	70	1.1	210	19.9	49	1010	0	0
11/01/2016	04	3	0.1	3	11	15	69	0.8	200	20	49	1010	0	0
11/01/2016	05	3	0.1	3	11	15	69	0.6	186	20	50	1011	0	0
11/01/2016	06	3	0.1	3	10	14	67	0.6	186	19.7	51	1010	0	0
11/01/2016	07	3	0.1	3	16	19	62	0.8	180	19.9	52	1010	0	0
11/01/2016	08	3	0.1	2	17	20	62	0.4	181	20.7	50	1010	1	0
11/01/2016	09	3	0.1	2	16	19	63	0.7	214	22.1	49	1012	36	0
11/01/2016	10	3	0.1	2	12	15	70	0.7	264	19.2	66	1015	2	0
11/01/2016	11	3	0.1	2	14	16	76	1.1	259	19.1	60	1017	42	0
11/01/2016	12	3	0.1	3	12	16	78	1.6	256	19.3	58	1017	104	0
11/01/2016	13	3	0.1	3	10	14	79	2	257	20.2	52	1016	112	0
11/01/2016	14	3	0.1	3	10	13	79	2.5	254	20.9	48	1015	226	0
11/01/2016	15	3	0.1	3	10	14	75	1.5	260	21	46	1016	239	0
11/01/2016	16	3	0.1	4	9	15	72	1.5	254	19.9	48	1017	65	0
11/01/2016	17	3	0.1	4	12	17	70	1.2	256	19.2	49	1019	0	0
11/01/2016	18	3	0.1	3	13	17	69	1.3	255	18.6	52	1019	0	0
11/01/2016	19	3	0.1	3	11	15	66	1.1	257	17.8	55	1020	0	0
11/01/2016	20	3	0.2	5	12	19	64	1.3	260	17.1	57	1021	0	0
11/01/2016	21	3	0.2	4	10	16	64	1.4	261	17.3	55	1021	0	0
11/01/2016	22	3	0.1	3	9	14	65	1.7	260	17.2	56	1022	0	0
11/01/2016	23	3	0.1	5	9	16	64	1.1	259	16.7	57	1023	0	0
12/01/2016	00	3	0.1	5	10	17	64	1.6	259	16.3	57	1023	0	0
12/01/2016	01	3	0.1	3	10	15	66	1.5	260	16.1	58	1023	0	0
12/01/2016	02	3	0.1	4	10	15	66	0.9	261	15.7	59	1023	0	0
12/01/2016	03	3	0.1	3	11	16	63	0.7	260	15.1	61	1024	0	0
12/01/2016	04	3	0.1	3	11	15	62	1.6	260	14.7	62	1024	0	0
12/01/2016	05	3	0.1	4	10	17	60	0.9	255	14.2	64	1024	0	0
12/01/2016	06	3	0.1	3	12	16	59	0.6	259	13.7	66	1025	0	0
12/01/2016	07	3	0.1	4	12	18	60	0.3	262	13.3	66	1027	0	0
12/01/2016	08	3	0.1	3	11	16	62	1.4	260	13.5	64	1027	0	0
12/01/2016	09	3	0.1	3	12	16	61	1	251	14.6	60	1027	83	0
12/01/2016	10	4	0.1	3	12	17	62	1.5	257	16	55	1027	256	0
12/01/2016	11	4	0.1	2	13	17	65	1	256	17.8	49	1027	431	0
12/01/2016	12	4	0.1	2	13	16	67	0.8	253	19	45	1026	505	0
12/01/2016	13	4	0.1	2	13	15	68	1.2	260	19.3	44	1025	328	0
12/01/2016	14	4	0.1	2	12	14	69	1.1	263	19.6	43	1025	392	0
12/01/2016	15	3	0.1	2	13	16	70	0.9	259	19.1	43	1025	157	0
12/01/2016	16	3	0.1	2	12	15	69	1.1	266	18.6	45	1025	136	0
12/01/2016	17	3	0.1	2	13	16	69	1.1	264	17.8	46	1027	31	0
12/01/2016	18	3	0.1	2	14	16	65	0.7	262	16.1	52	1028	0	0
12/01/2016	19	3	0.1	2	22	26	51	0.3	233	15.1	56	1029	0	0
12/01/2016	20	3	0.1	3	24	27	48	0.2	225	14.5	59	1030	0	0
12/01/2016	21	3	0.1	3	20	25	49	0.2	217	14.1	60	1030	0	0
12/01/2016	22	3	0.2	2	19	22	50	0.2	232	13.3	63	1030	0	0
12/01/2016	23	3	0.1	2	17	20	55	0.2	231	13.3	62	1031	0	0
13/01/2016	00	3	0.1	3	18	22	47	0.2	223	11.6	69	1031	0	0
13/01/2016	01	3	0.1	3	16	21	46	0.1	205	11.4	71	1028	0	0
13/01/2016	02	3	0.1	3	17	21	41	0.1	210	10.5	74	1029	0	0
13/01/2016	03	3	0.1	2	20	23	35	0.2	228	10.1	76	1029	0	0
13/01/2016	04	3	0.1	3	18	22	36	0.2	225	9.6	77	1029	0	0
13/01/2016	05	3	0.2	2	19	22	37	0.2	207	9.8	76	1029	0	0
13/01/2016	06	3	0.1	3	20	25	34	0.2	219	9.7	76	1029	0	0
13/01/2016	07	3	0.1	5	30	37	22	0.2	212	9.3	77	1029	0	0
13/01/2016	08	3	0.2	6	34	43	17	0.1	215	9.2	78	1030	0	0
13/01/2016	09	3	0.2	7	33	44	21	0.2	207	11	72	1030	71	0
13/01/2016	10	3	0.1	5	29	36	31	0.3	199	13.4	63	1031	203	0
13/01/2016	11	3	0.1	4	24	31	40	0.2	203	15.7	57	1031	338	0
13/01/2016	12	3	0.1	3	21	25	50	0.2	222	17.3	51	1030	382	0
13/01/2016	13	3	0.1	3	19	23	59	0.2	206	18.4	45	1029	308	0
13/01/2016	14	3	0.1	4	16	22	63	0.1	194	20.1	39	1028	353	0
13/01/2016	15	3	0.1	4	18	24	65	0.2	63	20.2	39	1027	226	0
13/01/2016	16	3	0.1	4	24	29	54	0.6	63	19	48	1027	172	0
13/01/2016	17	3	0.2	4	32	38	39	0.1	71	17.6	54	1027	21	0
13/01/2016	18	3	0.2	3	38	43	27	0.1	45	15.3	63	1027	0	0
13/01/2016	19	3	0.2	7	38	48	14	0.1	229	12.6	76	1027	0	0
13/01/2016	20	3	0.3	13	45	65	5	0.1	249	12	79	1027	0	0
13/01/2016	21	3	0.3	15	37	60	5	0.1	187	11.1	81	1027	0	0
13/01/2016	22	3	0.3	9	31	45	6	0.1	281	10.3	84	1026	0	0
13/01/2016	23	3	0.3	5	29	36	18	0.2	242	11.1	81	1026	0	0
14/01/2016	00	3	0.1	2	23	26	38	0.2	218	12.3	73	1025	0	0
14/01/2016	01	3	0.2	3	24	28	37	0.1	200	11.9	75	1025	0	0
14/01/2016	02	3	0.1	2	23	27	40	0.1	229	11.9	75	1024	0	0
14/01/2016	03	3	0.1	3	20	24	29	0.1	244	10.1	81	1024	0	0
14/01/2016	04	3	0.1	3	20	25	33	0.4	230	10.7	77	1023	0	0
14/01/2016	05	3	0.1	4	21	26	36	0.3	225	11.2	75	1022	0	0
14/01/2016	06	3	0.2	4	24	31	26	0.1	255	10.3	79	1022	0	0
14/01/2016	07	3	0.2	7	33	44	15	0.2	231	10.3	82	1022	0	0
14/01/2016	08	3	0.2	7	31	43	18	0.1	246	11.2	76	1022	1	0
14/01/2016	09	4	0.2	10	33	47	17	0.1	214	12.4	72	1022	58	0
14/01/2016	10	4	0.4	8	36	48	18	0.3	237	13.2	70	1022	14	0
14/01/2016	11	4	0.4	8	34	46	21	0.1	238	14.1	69	1022	51	0
14/01/2016	12	3	0.3	5	32	39	35	0.7	241	16.8	58	1021	63	0
14/01/2016	13	5	0.3	5	38	45	34	0.4	230	18.6	53	1020	73	0
14/01/2016	14	4	0.1	3	25	29	58	0.2	253	20.4	45	1019	44	0
14/01/2016	15	4	0.1	2	19	22	65	1	263	20.5	44	1019	10	0
14/01/2016	16	4	0.1	2	17	20	66	2.1	261	21	44	1019	26	0
14/01/2016	17	4	0.1	2	15	18	65	2.1	259	20.5	46	1020	20	0
14/01/2016	18	3	0.2	3	17	21	58	0.6	288	19.1	51	1020	0	0
14/01/2016	19	3	0.1	3	18	22	62	1.3	262	18.7	55	1021	0	0
