FECHA	HORA	SO2	NO	NO2	NOx	O3	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.
		�g/m�	�g/m�	�g/m�	�g/m�	�g/m�	m/s	grados	�C	% H.R.	mb	W/m�	l/m�
08/07/2016	12	5	3	14	17	118	2.8	134	33.5	28	997	886	0
08/07/2016	13	4	1	7	8	129	3	132	33	31	997	790	0
08/07/2016	14	3	1	5	6	122	3	134	33.1	28	997	803	0
08/07/2016	15	3	1	4	5	120	2.7	126	32.8	29	997	728	0
08/07/2016	16	3	1	4	5	121	1.9	129	32.6	29	997	427	0
08/07/2016	17	3	1	5	6	120	0.9	131	31.6	32	997	102	0
08/07/2016	18	3	1	7	8	116	1.2	133	30.7	38	997	123	0
08/07/2016	19	5	1	11	12	114	0.8	129	30.2	44	997	70	0
08/07/2016	20	3	1	16	17	99	0.7	122	28.8	50	997	8	0
08/07/2016	21	5	1	29	30	73	0.9	338	27.6	54	997	0	0
08/07/2016	22	7	1	22	23	57	1	243	26.1	59	998	0	0
08/07/2016	23	7	1	18	19	51	0.7	229	25.2	60	998	0	0
09/07/2016	00	6	1	17	19	48	0.7	237	24.4	63	999	0	0
09/07/2016	01	5	1	13	14	45	1.3	255	23.5	66	999	0	0
09/07/2016	02	5	1	7	8	58	1.6	293	24.8	62	998	0	0
09/07/2016	03	5	1	6	6	72	2.6	300	25.2	57	998	0	0
09/07/2016	04	5	1	6	7	66	2.7	304	25	58	997	0	0
09/07/2016	05	5	1	6	7	66	3	303	25	58	997	0	0
09/07/2016	06	5	1	7	8	65	2.5	305	25.3	56	998	20	0
09/07/2016	07	5	1	6	7	67	2.1	302	27.1	49	998	205	0
09/07/2016	08	6	2	9	11	79	0.7	326	30.1	36	998	424	0
09/07/2016	09	6	3	16	19	96	0.7	105	31.8	29	999	595	0
09/07/2016	10	5	3	17	20	102	1.7	106	32.8	28	998	728	0
09/07/2016	11	6	2	12	14	127	2.4	134	33.1	31	998	824	0
09/07/2016	12	3	1	5	6	130	2.8	136	32.9	33	998	885	0
09/07/2016	13	3	1	4	5	130	2.6	136	32.8	36	998	892	0
09/07/2016	14	3	1	4	4	135	2.5	135	32.9	36	997	838	0
09/07/2016	15	3	1	4	5	132	3	132	32.3	39	997	751	0
09/07/2016	16	3	1	4	5	127	2.8	133	31.7	42	996	608	0
09/07/2016	17	3	1	4	5	130	2.1	144	31.6	43	996	437	0
09/07/2016	18	3	1	4	5	125	2.2	129	30.3	48	996	264	0
09/07/2016	19	3	1	5	5	123	1.5	131	29.5	56	995	106	0
09/07/2016	20	3	1	6	7	115	0.6	138	27.9	65	995	8	0
09/07/2016	21	3	1	9	10	91	0.2	215	27	69	995	0	0
09/07/2016	22	3	1	11	12	74	0.7	268	26.2	69	995	0	0
09/07/2016	23	3	1	8	9	75	1.3	243	25.7	67	995	0	0
10/07/2016	00	3	1	6	7	69	0.9	237	24.9	68	995	0	0
10/07/2016	01	3	1	5	6	64	0.8	249	24.2	65	994	0	0
10/07/2016	02	3	1	4	5	66	0.9	245	23.9	60	994	0	0
10/07/2016	03	3	1	5	6	58	0.9	248	23	63	993	0	0
10/07/2016	04	3	1	4	5	60	1.2	249	22.9	61	993	0	0
10/07/2016	05	3	1	4	5	69	0.5	256	23.5	57	993	0	0
10/07/2016	06	3	1	4	5	74	0.9	253	24.3	55	993	21	0
10/07/2016	07	3	1	5	6	73	0.2	203	27.5	45	993	194	0
10/07/2016	08	4	1	7	8	86	0.7	128	29.2	48	993	408	0
10/07/2016	09	5	2	12	15	99	1.3	127	30.5	50	994	575	0
10/07/2016	10	8	2	11	12	106	2	115	31.8	49	994	707	0
10/07/2016	11	8	2	10	12	116	3.3	119	32.6	45	993	804	0
10/07/2016	12	7	2	9	11	127	3.5	125	33.3	40	993	862	0
10/07/2016	13	6	1	8	9	121	4	126	33.5	37	993	870	0
10/07/2016	14	5	1	5	6	119	4.4	124	33.5	36	993	813	0
10/07/2016	15	5	1	5	6	121	4.1	128	33	40	993	729	0
10/07/2016	16	5	1	4	5	123	3.4	129	32.8	39	992	597	0
10/07/2016	17	5	1	5	5	122	3.1	130	32.4	37	992	434	0
10/07/2016	18	6	1	8	8	115	3	127	31.4	41	992	261	0
10/07/2016	19	8	1	10	11	110	2.1	129	30.6	41	992	101	0
10/07/2016	20	6	1	11	11	108	1.3	110	29	48	992	8	0
10/07/2016	21	6	1	15	16	94	0.5	263	27.8	52	992	0	0
10/07/2016	22	7	1	17	18	67	0.7	266	26.6	56	993	0	0
10/07/2016	23	6	1	12	13	68	1.1	246	26	56	993	0	0
11/07/2016	00	6	1	8	9	77	1.5	253	25.2	56	993	0	0
11/07/2016	01	5	1	4	5	99	1	242	25.2	52	992	0	0
11/07/2016	02	4	1	4	5	102	0.8	238	25.1	50	992	0	0
11/07/2016	03	5	1	4	5	97	1.2	247	24.4	51	991	0	0
11/07/2016	04	5	1	3	4	90	2.1	243	23.8	53	991	0	0
11/07/2016	05	5	1	6	7	82	0.5	266	23.6	52	991	0	0
11/07/2016	06	5	1	11	12	72	0.8	265	23.5	52	991	20	0
11/07/2016	07	5	5	20	25	64	0.1	208	27.1	40	991	186	0
11/07/2016	08	17	10	48	58	58	0.5	87	29.7	37	992	400	0
11/07/2016	09	20	9	46	55	77	1	78	30.6	40	992	570	0
11/07/2016	10	13	7	37	44	92	1.3	102	31.9	34	992	699	0
11/07/2016	11	10	3	22	25	111	2	115	32.5	39	992	686	0
11/07/2016	12	11	3	19	21	116	2.8	120	31.7	52	992	776	0
11/07/2016	13	4	1	5	6	122	3.3	123	31.9	49	992	816	0
11/07/2016	14	4	1	4	5	124	3.7	127	32.2	42	991	822	0
11/07/2016	15	4	1	4	5	118	3.3	132	32.4	36	991	743	0
11/07/2016	16	3	1	3	4	106	2.6	137	32.2	35	991	601	0
11/07/2016	17	3	1	4	5	117	2.4	125	30.8	44	991	400	0
11/07/2016	18	5	1	12	13	114	1.5	129	30.5	42	991	250	0
11/07/2016	19	8	1	19	20	107	0.8	132	30.2	39	991	101	0
11/07/2016	20	6	1	22	23	95	0.2	144	28.6	46	991	5	0
11/07/2016	21	5	1	22	23	81	0.8	233	26.7	53	991	0	0
11/07/2016	22	3	1	18	19	72	2	245	25.6	55	992	0	0
11/07/2016	23	3	1	15	16	71	2.3	245	25.1	55	991	0	0
12/07/2016	00	3	1	14	15	68	1.2	245	24.7	56	991	0	0
12/07/2016	01	3	1	13	14	62	0.7	245	23.6	58	991	0	0
12/07/2016	02	3	1	8	10	72	1	245	23.5	54	990	0	0
12/07/2016	03	3	1	7	8	77	0.7	210	23.3	53	990	0	0
12/07/2016	04	3	1	7	8	77	0.9	285	23.1	55	990	0	0
12/07/2016	05	3	1	8	9	84	2	295	23.6	55	990	0	0
12/07/2016	06	3	1	10	11	82	2.1	300	23.7	55	991	20	0
12/07/2016	07	3	2	15	17	72	2.1	323	25.2	47	991	185	0
12/07/2016	08	3	3	18	20	83	1.1	262	27.8	46	991	418	0
12/07/2016	09	6	6	30	36	89	0.8	122	29.4	44	991	487	0
12/07/2016	10	5	3	20	23	106	1.4	138	30.3	48	991	630	0
12/07/2016	11	4	2	14	16	110	2.2	124	30.8	53	991	853	0
12/07/2016	12	5	2	11	13	107	2.6	136	31.3	53	991	875	0
12/07/2016	13	5	1	10	11	112	3	133	31.1	54	991	858	0
12/07/2016	14	6	2	10	11	109	2.8	133	31.4	51	991	819	0
12/07/2016	15	7	2	9	11	108	2.7	137	31.2	53	991	724	0
12/07/2016	16	6	2	8	9	109	2.8	138	30.9	54	991	597	0
12/07/2016	17	5	1	8	9	110	2.6	135	30.4	56	991	425	0
12/07/2016	18	5	1	8	9	108	2	133	29.8	58	991	226	0
12/07/2016	19	6	1	11	12	97	1.1	141	29	62	991	90	0
12/07/2016	20	5	1	12	13	82	0.3	140	27.6	69	992	5	0
12/07/2016	21	5	1	12	12	69	0.2	205	26.6	73	992	0	0
12/07/2016	22	4	1	12	13	53	0.5	248	25.7	74	993	0	0
12/07/2016	23	4	1	14	15	47	1.3	263	25.1	73	993	0	0
13/07/2016	00	9	1	31	33	45	1.4	39	26.6	43	993	0	0
13/07/2016	01	6	1	13	14	55	1.4	348	25.7	46	993	0	0
13/07/2016	02	7	1	17	18	46	0.6	315	25.1	51	994	0	0
13/07/2016	03	7	1	23	24	45	1.3	4	25	47	994	0	0
13/07/2016	04	5	1	14	15	63	1.2	352	24.7	40	994	0	0
13/07/2016	05	7	1	25	26	53	1.1	5	24.6	40	994	0	0
13/07/2016	06	6	1	19	21	58	0.9	2	24.5	40	995	9	0
13/07/2016	07	13	4	39	43	43	1.1	41	24.7	39	995	48	0
13/07/2016	08	11	4	25	29	54	0.8	15	25.6	37	996	234	0
13/07/2016	09	5	3	16	20	62	0.7	85	26.4	36	996	273	0
13/07/2016	10	4	4	19	23	61	1.1	141	26.9	36	996	280	0
13/07/2016	11	3	3	14	16	68	1.4	140	27.6	35	996	419	0
13/07/2016	12	3	3	10	12	82	2.7	133	28.7	35	997	832	0
13/07/2016	13	3	2	6	7	89	3.1	130	28.5	36	997	829	0
13/07/2016	14	3	1	5	6	92	3.2	130	28.8	36	997	849	0
13/07/2016	15	3	1	5	6	91	2.9	138	29.2	35	996	766	0
13/07/2016	16	3	1	5	5	87	3.1	136	28.6	39	996	473	0
13/07/2016	17	3	1	5	6	84	3	133	27.9	47	996	331	0
13/07/2016	18	3	1	7	9	81	3.3	128	26.6	52	996	108	0
13/07/2016	19	3	1	11	12	75	2.7	123	25.7	58	996	52	0
13/07/2016	20	3	1	20	22	65	2.6	104	24.8	63	997	4	0
13/07/2016	21	3	1	22	23	60	1.6	104	24.3	67	998	0	0
13/07/2016	22	4	1	15	16	54	0.7	236	23.1	72	999	0	0
13/07/2016	23	4	1	13	14	46	0.5	289	22.6	70	999	0	0
14/07/2016	00	3	1	12	13	63	1.3	8	23.5	38	999	0	0
14/07/2016	01	5	1	20	21	51	1.4	342	22.1	45	999	0	0
14/07/2016	02	3	1	16	17	37	0.4	262	20.8	64	999	0	0
14/07/2016	03	5	1	19	20	37	0.7	134	21.3	53	999	0	0
14/07/2016	04	3	1	7	8	64	3.3	343	21.8	38	998	0	0
14/07/2016	05	3	1	8	9	63	2.1	345	21.1	40	998	0	0
14/07/2016	06	3	1	12	13	60	1.6	342	21.4	39	999	35	0
14/07/2016	07	3	2	14	16	59	2.6	342	21.9	38	999	67	0
14/07/2016	08	3	2	12	13	59	1.4	347	22.8	37	999	118	0
14/07/2016	09	3	2	11	13	61	1	118	24.6	37	999	257	0
14/07/2016	10	3	2	11	13	68	2.9	176	25.4	44	999	320	0
14/07/2016	11	3	1	5	7	77	2.8	176	26.9	44	999	669	0
14/07/2016	12	3	2	6	8	82	3.7	135	27.6	42	998	709	0
14/07/2016	13	3	1	4	6	86	3.9	127	26.8	44	998	797	0
14/07/2016	14	3	1	3	4	84	2.9	136	27.1	46	997	804	0
14/07/2016	15	3	1	3	4	84	2.9	135	26.9	50	997	783	0
14/07/2016	16	3	1	3	4	87	2.4	147	27.4	52	996	653	0
14/07/2016	17	3	1	3	4	91	2.8	125	26.5	60	996	422	0
14/07/2016	18	3	1	4	5	92	2.5	125	25.9	65	996	239	0
14/07/2016	19	3	1	5	6	89	1.5	134	25.3	70	997	70	0
14/07/2016	20	3	1	5	6	87	0.6	137	24.5	74	997	7	0
14/07/2016	21	3	1	5	6	82	0.3	177	23.8	80	998	0	0
14/07/2016	22	3	1	4	5	75	0.2	188	23.4	81	999	0	0
14/07/2016	23	3	1	8	9	53	0.4	230	22.7	83	999	0	0
15/07/2016	00	4	1	11	12	50	0.5	211	23.2	71	999	0	0
15/07/2016	01	4	1	15	16	62	1.5	12	23.1	38	999	0	0
15/07/2016	02	3	1	13	14	63	1.1	279	22.1	36	999	0	0
15/07/2016	03	3	1	10	11	61	1.4	314	21.5	42	999	0	0
15/07/2016	04	3	1	5	6	67	1.7	295	20.6	39	999	0	0
15/07/2016	05	3	1	5	6	67	1.9	322	20	36	1000	0	0
15/07/2016	06	3	1	10	12	63	2.5	315	19.8	34	1000	13	0
15/07/2016	07	3	2	8	10	65	2	319	21.3	30	1000	190	0
15/07/2016	08	3	2	5	7	72	1.6	316	23.6	24	1000	451	0
15/07/2016	09	3	1	5	7	82	1.3	338	25.5	21	1001	618	0
15/07/2016	10	4	4	14	18	79	1.5	94	26.8	22	1000	757	0
15/07/2016	11	3	2	8	10	88	2.7	136	27.4	26	1000	853	0
15/07/2016	12	3	1	5	6	91	2.7	135	27.5	32	1000	912	0
15/07/2016	13	3	1	4	5	94	2.9	133	27.4	36	1000	916	0
15/07/2016	14	3	1	4	5	96	3.3	122	27.5	39	1000	853	0
15/07/2016	15	3	1	4	4	97	3.2	128	27.7	43	999	764	0
15/07/2016	16	3	1	3	4	93	3.2	130	27.4	47	999	623	0
15/07/2016	17	3	1	4	5	88	2.8	136	27	54	999	454	0
15/07/2016	18	3	1	6	7	88	2.8	128	26.3	60	998	278	0
15/07/2016	19	3	1	6	7	86	2.1	132	25.8	64	998	110	0
15/07/2016	20	3	1	6	7	81	1.5	128	24.4	71	999	7	0
15/07/2016	21	3	1	6	7	71	0.6	148	23.3	77	999	0	0
15/07/2016	22	3	1	8	8	53	1	226	22.3	80	999	0	0
15/07/2016	23	3	1	8	9	50	1.6	248	21.9	79	999	0	0
16/07/2016	00	3	1	6	7	49	1.3	252	21.6	80	999	0	0
16/07/2016	01	3	1	6	7	39	1.3	253	20.7	83	999	0	0
16/07/2016	02	3	1	5	6	40	0.8	247	20.6	83	999	0	0
16/07/2016	03	3	1	4	5	41	0.4	222	20.4	83	999	0	0
16/07/2016	04	3	1	4	5	38	0.8	260	20.1	84	999	0	0
16/07/2016	05	3	1	4	5	42	1	289	20.3	83	999	0	0
16/07/2016	06	3	1	5	6	37	1.6	280	20.4	82	999	17	0
16/07/2016	07	3	1	5	6	42	1.6	316	22.4	73	999	168	0
16/07/2016	08	4	2	7	8	58	0.7	33	25.2	63	999	416	0
16/07/2016	09	5	3	11	13	71	1.7	110	26.4	61	999	608	0
16/07/2016	10	7	2	6	8	88	3.2	117	27.3	54	999	738	0
16/07/2016	11	6	1	4	6	93	3.7	126	28	51	999	831	0
16/07/2016	12	6	1	4	5	94	4.2	128	28.2	50	999	894	0
16/07/2016	13	6	1	4	5	96	4.1	128	28.4	48	998	899	0
16/07/2016	14	6	1	3	4	97	3.8	128	28.8	44	998	841	0
16/07/2016	15	6	1	3	4	93	3.8	128	28.7	44	998	759	0
16/07/2016	16	6	1	4	4	99	4	127	28.5	42	998	621	0
16/07/2016	17	7	1	4	5	104	3.8	126	27.9	45	997	451	0
16/07/2016	18	5	1	4	5	104	3.5	126	27.3	45	997	273	0
16/07/2016	19	6	1	5	6	103	2.6	130	26.6	47	997	111	0
16/07/2016	20	5	1	6	6	95	1.7	123	25.1	55	997	8	0
16/07/2016	21	4	1	7	8	84	0.8	94	23.7	64	998	0	0
16/07/2016	22	3	1	14	15	70	1.2	301	23.2	65	998	0	0
16/07/2016	23	3	1	11	12	58	1.8	249	21.9	66	998	0	0
17/07/2016	00	3	1	8	9	61	0.6	253	21.6	66	998	0	0
17/07/2016	01	3	1	7	8	60	0.6	248	20.8	67	998	0	0
17/07/2016	02	3	1	6	7	56	0.9	254	19.6	69	997	0	0
17/07/2016	03	3	1	5	5	61	1.2	251	19	67	997	0	0
17/07/2016	04	3	1	5	6	62	1	256	18.7	69	997	0	0
17/07/2016	05	3	1	4	5	71	1.1	256	19.1	66	997	0	0
17/07/2016	06	3	1	4	5	74	1.1	242	19.2	63	997	11	0
17/07/2016	07	3	1	4	4	83	0.6	193	23.2	47	998	175	0
17/07/2016	08	3	2	9	10	88	0.1	137	26.5	37	998	448	0
17/07/2016	09	5	3	16	19	94	0.8	123	28.2	32	997	622	0
17/07/2016	10	8	2	10	12	101	2.3	122	29.1	40	998	752	0
17/07/2016	11	6	1	5	6	106	3.7	126	29.2	46	998	846	0
17/07/2016	12	6	1	5	6	113	3.5	131	29.6	42	997	912	0
17/07/2016	13	5	1	4	5	116	3.8	127	29.7	36	997	918	0
17/07/2016	14	5	1	4	5	114	3.9	130	29.9	35	997	858	0
17/07/2016	15	5	1	3	4	110	3.6	128	29.7	37	997	771	0
17/07/2016	16	4	1	2	3	108	3.2	126	29.4	40	997	630	0
17/07/2016	17	5	1	3	4	110	2.9	127	29.3	36	997	463	0
17/07/2016	18	5	1	4	5	109	2.6	129	28.5	39	997	284	0
17/07/2016	19	5	1	6	7	107	2	129	27.4	46	997	117	0
17/07/2016	20	4	1	6	7	107	1.1	120	25.6	55	997	7	0
17/07/2016	21	4	1	10	11	77	0.8	248	23.3	64	998	0	0
17/07/2016	22	3	1	9	9	70	2.1	247	22.2	64	998	0	0
17/07/2016	23	3	1	8	9	71	1.2	252	22	63	998	0	0
18/07/2016	00	3	1	5	6	72	1.9	249	21	65	998	0	0
18/07/2016	01	3	1	4	5	78	1	255	20.8	60	998	0	0
18/07/2016	02	3	1	4	4	79	1.3	254	20.2	61	998	0	0
18/07/2016	03	3	1	3	4	81	0.6	245	20.1	60	998	0	0
18/07/2016	04	3	1	4	5	80	0.4	209	19.8	61	998	0	0
18/07/2016	05	3	1	5	6	75	0.3	232	19.3	63	998	0	0
18/07/2016	06	3	1	9	10	74	1.6	303	20.6	57	998	10	0
18/07/2016	07	3	2	11	13	71	1.5	296	23	48	998	162	0
18/07/2016	08	4	3	17	20	80	0.5	21	26.5	34	999	433	0
18/07/2016	09	9	7	32	39	84	1.2	92	27.6	33	998	603	0
18/07/2016	10	5	4	17	20	101	1.3	124	29.2	32	999	747	0
18/07/2016	11	3	2	10	12	118	2.1	120	30.1	32	999	842	0
18/07/2016	12	4	1	6	7	126	2.6	122	30.4	43	998	899	0
18/07/2016	13	4	1	6	6	125	3.1	129	30.7	43	998	904	0
18/07/2016	14	3	1	4	5	112	3.4	134	29.9	46	998	851	0
18/07/2016	15	3	1	3	4	100	3.3	126	29.3	49	998	765	0
18/07/2016	16	3	1	3	4	107	2.6	130	29.3	47	998	626	0
18/07/2016	17	3	1	3	4	104	2.3	136	29.1	48	998	455	0
18/07/2016	18	3	1	4	4	103	2.1	130	28.5	49	997	277	0
18/07/2016	19	3	1	4	5	105	1.3	133	27.9	50	997	113	0
18/07/2016	20	3	1	7	7	93	0.3	137	26.2	56	998	7	0
18/07/2016	21	3	1	8	9	81	0.1	176	24.5	62	998	0	0
18/07/2016	22	3	1	7	8	71	0.6	227	23.2	63	998	0	0
18/07/2016	23	3	1	7	8	61	1.2	252	21.8	66	999	0	0
19/07/2016	00	3	1	5	6	65	1.1	244	21.5	66	998	0	0
19/07/2016	01	3	1	5	6	61	1.3	249	20.9	69	998	0	0
19/07/2016	02	3	1	6	7	58	1	246	20.4	73	997	0	0
19/07/2016	03	3	1	5	6	59	1.4	252	20	73	997	0	0
19/07/2016	04	3	1	5	6	63	1.1	255	20	71	997	0	0
19/07/2016	05	3	1	8	8	62	0.7	256	19.8	69	997	0	0
19/07/2016	06	3	1	9	9	62	0.5	243	20.2	68	997	8	0
19/07/2016	07	3	2	15	18	64	0.9	314	23.7	58	998	201	0
19/07/2016	08	4	4	18	21	67	0.3	73	26.4	50	998	438	0
19/07/2016	09	7	4	22	25	77	1.2	100	27.9	45	998	606	0
19/07/2016	10	3	3	17	21	92	2.2	119	28.9	50	998	731	0
19/07/2016	11	4	2	13	16	102	2.8	126	30.1	48	997	818	0
19/07/2016	12	3	2	10	12	117	3.5	130	29.9	51	997	871	0
19/07/2016	13	3	2	8	10	119	4.1	122	29.8	53	997	866	0
19/07/2016	14	3	2	7	8	118	3.9	124	30.1	51	997	796	0
19/07/2016	15	3	2	7	8	104	3.4	127	30.1	51	997	695	0
19/07/2016	16	3	2	7	8	100	3.4	129	29.4	55	997	542	0
19/07/2016	17	3	2	8	10	101	3.2	127	28.9	58	996	380	0
19/07/2016	18	3	2	9	11	102	3.1	111	28.2	57	996	209	0
19/07/2016	19	3	2	8	10	106	1.9	116	27.1	63	996	77	0
19/07/2016	20	3	2	7	9	97	0.9	126	25.9	73	996	7	0
19/07/2016	21	3	2	8	10	83	0.1	163	25	79	997	1	0
19/07/2016	22	3	2	11	13	60	0.1	237	24.5	80	997	1	0
19/07/2016	23	3	2	11	13	51	0.4	219	23.9	79	996	1	0
20/07/2016	00	3	2	10	12	42	1	247	23.1	80	996	1	0
20/07/2016	01	3	2	9	11	42	1.2	255	22.6	80	996	1	0
20/07/2016	02	3	2	8	10	47	1.1	246	22.4	76	996	1	0
20/07/2016	03	3	2	8	10	49	0.6	249	22.3	75	995	1	0
20/07/2016	04	3	2	9	10	47	1	249	22	77	995	1	0
20/07/2016	05	3	2	10	12	46	0.8	268	22.2	77	995	2	0
20/07/2016	06	3	2	14	15	42	0.9	233	22.5	76	995	34	0
20/07/2016	07	3	7	19	26	47	1	245	24.1	69	996	148	0
20/07/2016	08	4	3	18	20	66	0.8	18	26.8	64	996	348	0
20/07/2016	09	9	6	28	33	72	0.8	59	28.6	54	995	495	0
20/07/2016	10	15	10	34	44	76	1.9	123	30	51	995	597	0
20/07/2016	11	6	2	12	14	102	1.7	130	29.3	63	996	231	0
20/07/2016	12	6	3	20	23	89	1.5	123	28.5	71	996	324	0
20/07/2016	13	6	3	20	22	90	1.7	109	29.5	67	996	385	0
20/07/2016	14	9	4	35	39	77	0.9	144	29.8	65	996	174	0
20/07/2016	15	6	3	29	31	75	1.5	141	29.1	71	997	100	0
20/07/2016	16	5	3	25	27	70	2.9	112	27.4	82	995	47	0
20/07/2016	17	5	3	33	36	58	1.4	225	27.4	82	994	112	0
20/07/2016	18	6	3	20	23	69	2.1	127	27.9	76	993	143	0
20/07/2016	19	5	2	22	24	72	1.3	120	27.9	75	993	108	0
20/07/2016	20	7	2	36	38	60	2	318	27.3	76	993	9	0
20/07/2016	21	5	2	21	23	58	1.5	285	26.9	77	994	1	0
20/07/2016	22	4	2	16	18	52	2.2	285	26.9	73	994	1	0
20/07/2016	23	4	2	12	14	56	2	252	26.6	68	994	1	0
21/07/2016	00	4	2	8	10	61	1.4	242	25.8	65	994	1	0
21/07/2016	01	4	2	7	8	54	0.9	253	24.6	67	994	1	0
21/07/2016	02	4	2	6	7	53	0.8	250	24.2	65	994	1	0
21/07/2016	03	3	2	10	12	44	0.4	278	23.9	67	994	1	0
21/07/2016	04	3	2	8	10	41	0.8	250	23.2	70	993	1	0
21/07/2016	05	3	2	9	11	41	0.8	250	23.1	69	993	2	0
21/07/2016	06	3	3	19	21	30	0.7	256	23	72	993	36	0
21/07/2016	07	4	4	22	26	37	0.5	235	25.8	62	993	147	0
21/07/2016	08	10	6	33	39	52	0.1	130	29	55	993	332	0
21/07/2016	09	17	19	64	82	41	1	124	30.5	48	993	504	0
21/07/2016	10	12	9	36	45	68	1.8	127	31.5	44	993	656	0
21/07/2016	11	7	3	13	16	100	3	129	31.8	49	993	754	0
21/07/2016	12	5	2	8	10	102	3.2	130	31.3	50	993	821	0
21/07/2016	13	4	2	5	7	103	3	125	31.4	43	993	751	0
21/07/2016	14	3	2	5	7	105	3.2	125	31.8	41	992	800	0
21/07/2016	15	3	2	5	8	109	2.7	136	32.1	40	992	641	0
21/07/2016	16	4	2	5	8	106	2.3	130	31.2	48	992	428	0
21/07/2016	17	6	2	8	10	103	2.1	130	30.6	55	991	397	0
21/07/2016	18	9	3	14	17	92	1.7	139	29.9	56	991	222	0
21/07/2016	19	5	3	18	20	82	1.5	132	28.5	62	991	76	0
21/07/2016	20	3	2	16	18	77	0.4	143	27	72	991	6	0
21/07/2016	21	3	2	16	18	63	0.2	189	25.9	78	991	1	0
21/07/2016	22	3	2	15	17	45	1.2	242	24.6	81	991	1	0
21/07/2016	23	3	2	13	16	41	1.1	245	24	82	991	1	0
22/07/2016	00	3	2	11	13	36	1.2	243	23.4	82	990	1	0
22/07/2016	01	3	2	10	12	33	0.7	247	22.5	84	990	1	0
22/07/2016	02	3	2	8	9	37	0.7	243	22.3	82	989	1	0
22/07/2016	03	3	2	7	9	40	1.1	242	22.1	81	989	1	0
22/07/2016	04	3	2	8	10	42	1.1	276	22.6	80	989	1	0
22/07/2016	05	3	2	14	15	39	0.4	325	23.6	77	990	2	0
22/07/2016	06	3	2	15	17	40	1.6	308	23.5	75	990	28	0
22/07/2016	07	3	3	11	13	56	1.2	299	25.2	69	990	166	0
22/07/2016	08	5	5	22	26	64	0.7	44	27.3	62	990	399	0
22/07/2016	09	7	6	22	28	70	1.4	37	29.1	49	991	567	0
22/07/2016	10	8	4	17	21	87	2.6	93	30.6	42	991	676	0
22/07/2016	11	6	3	12	14	104	3.6	119	30.8	44	991	779	0
22/07/2016	12	4	3	10	13	106	3.9	127	30.6	49	991	862	0
22/07/2016	13	4	2	11	14	106	3.7	124	30	54	992	634	0
22/07/2016	14	5	2	12	14	108	3.3	127	28.8	56	992	296	0
22/07/2016	15	5	2	13	15	109	2.2	107	27.8	62	992	91	0
22/07/2016	16	4	2	18	20	95	1.8	29	26.4	71	993	38	0
22/07/2016	17	3	2	13	15	84	2.4	280	26.1	75	992	144	0
22/07/2016	18	3	2	10	12	81	2.3	285	26.6	69	992	115	0
22/07/2016	19	3	2	9	11	77	1.9	274	26.5	68	992	61	0
22/07/2016	20	3	2	8	9	70	2.2	277	25.9	69	993	5	0
22/07/2016	21	4	2	10	12	57	1.7	269	24.9	71	994	1	0
22/07/2016	22	5	2	7	9	57	1.7	281	24.6	69	995	1	0
22/07/2016	23	5	2	8	10	53	1.1	261	24.2	70	996	1	0
23/07/2016	00	4	2	8	10	51	1.7	255	23.8	71	996	1	0
23/07/2016	01	4	2	7	9	55	2.1	270	23.9	70	995	1	0
23/07/2016	02	5	2	8	10	56	3.1	285	24.3	68	995	1	0
23/07/2016	03	5	2	6	8	65	2.4	281	24.8	61	994	1	0
23/07/2016	04	5	2	4	6	64	2.7	286	25.3	48	994	1	0
23/07/2016	05	5	2	9	11	53	1.7	338	24.2	51	994	2	0
23/07/2016	06	4	2	6	8	60	1.6	299	24.4	44	995	31	0
23/07/2016	07	5	2	5	7	61	2.4	338	25.5	39	995	170	0
23/07/2016	08	5	2	7	9	61	3.1	354	26.9	34	995	421	0
23/07/2016	09	4	2	5	6	67	3	16	28.4	30	996	592	0
23/07/2016	10	3	3	7	10	72	1.6	68	29.9	27	996	714	0
23/07/2016	11	3	2	8	10	83	2.8	123	30.4	30	996	771	0
23/07/2016	12	3	2	6	8	89	2.7	133	30.7	32	996	891	0
23/07/2016	13	3	2	5	7	92	2.8	131	31.3	30	996	893	0
23/07/2016	14	3	2	6	8	91	3.5	128	31.4	34	995	823	0
23/07/2016	15	3	2	7	9	90	3.8	129	30.8	37	995	732	0
23/07/2016	16	3	2	5	7	90	3.6	127	30	41	995	588	0
23/07/2016	17	3	2	4	6	90	3	128	29.6	44	995	418	0
23/07/2016	18	3	2	5	7	92	2.1	130	28.9	46	995	244	0
23/07/2016	19	3	2	8	10	90	1.4	130	28.4	47	996	87	0
23/07/2016	20	3	2	11	13	82	0.5	121	26.8	58	996	6	0
23/07/2016	21	4	2	13	14	62	1.4	253	25.1	60	996	1	0
23/07/2016	22	7	2	8	10	77	2.5	275	25.8	52	997	1	0
23/07/2016	23	6	2	9	10	67	1.5	257	24.4	59	997	1	0
24/07/2016	00	5	2	9	11	64	1	262	23.7	62	997	1	0
24/07/2016	01	5	2	8	10	51	0.9	264	22.1	69	997	1	0
24/07/2016	02	5	2	7	8	65	2.2	286	23.5	62	996	1	0
24/07/2016	03	5	2	5	7	72	3	298	23.5	60	996	1	0
24/07/2016	04	5	2	5	7	69	1.8	295	23.1	61	996	1	0
24/07/2016	05	5	2	6	7	58	1.3	294	22.7	62	996	2	0
