FECHA	HORA	SO2	NO	NO2	NOx	O3	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.
		�g/m�	�g/m�	�g/m�	�g/m�	�g/m�	m/s	grados	�C	% H.R.	mb	W/m�	l/m�
23/03/2016	08	3	2	9	11	79	1.1	307	15.7	30	980	478	0
23/03/2016	09	3	2	8	10	87	1.7	325	16.9	27	981	626	0
23/03/2016	10	3	2	8	10	88	1.6	51	18.1	24	981	714	0
23/03/2016	11	3	2	8	10	89	1.4	20	19.4	23	980	804	0
23/03/2016	12	5	2	10	12	88	1.2	106	20.3	23	980	803	0
23/03/2016	13	4	2	8	10	90	1.7	29	20.9	24	979	744	0
23/03/2016	14	4	2	10	13	93	1.2	26	21.6	22	979	643	0
23/03/2016	15	5	2	14	15	92	1.9	158	21.5	25	979	481	0
23/03/2016	16	5	2	19	21	87	2.1	152	20.6	31	980	281	0
23/03/2016	17	6	2	24	26	78	1.8	141	18.6	40	981	76	0
23/03/2016	18	5	2	50	52	44	0.7	278	16.1	53	982	3	0
23/03/2016	19	4	2	21	23	59	1.7	290	15	50	982	0	0
23/03/2016	20	3	2	13	15	80	0.9	300	15.8	37	984	0	0
23/03/2016	21	3	2	11	13	84	1.8	311	15	38	985	0	0
23/03/2016	22	3	2	9	11	86	2.8	309	14.6	38	986	0	0
23/03/2016	23	3	2	8	10	86	3.1	300	14.1	40	986	0	0
24/03/2016	00	3	2	8	10	85	2.4	303	13.7	43	987	0	0
24/03/2016	01	3	2	8	9	85	2.6	320	13.3	45	987	0	0
24/03/2016	02	3	2	7	9	85	2.9	316	13.1	46	987	0	0
24/03/2016	03	3	2	7	9	86	3.1	314	13.1	46	987	0	0
24/03/2016	04	3	2	7	9	87	3.4	313	13.2	45	988	0	0
24/03/2016	05	3	2	8	10	86	2.7	318	13	44	988	0	0
24/03/2016	06	3	2	8	10	84	2.9	317	13.2	43	989	20	0
24/03/2016	07	3	2	9	11	83	3.1	323	14.9	38	989	161	0
24/03/2016	08	3	2	9	11	84	4.1	331	16.7	32	990	500	0
24/03/2016	09	3	2	9	11	86	2.8	336	19.1	26	990	647	0
24/03/2016	10	3	2	9	11	90	1.1	62	21.1	21	990	774	0
24/03/2016	11	5	2	12	14	91	1	168	22.4	18	991	829	0
24/03/2016	12	4	2	15	17	95	3.6	147	21.1	30	991	814	0
24/03/2016	13	3	2	13	15	98	3.6	146	19.8	34	991	736	0
24/03/2016	14	3	2	11	13	101	2.9	146	19.5	38	991	631	0
24/03/2016	15	3	2	12	14	103	2.6	142	18.9	43	992	469	0
24/03/2016	16	3	2	13	15	101	2.2	147	18.5	46	992	283	0
24/03/2016	17	3	2	16	18	94	2	143	17	60	992	96	0
24/03/2016	18	3	2	15	17	89	0.4	170	15.1	73	993	3	0
24/03/2016	19	3	2	31	33	48	0.3	284	13.3	80	994	0	0
24/03/2016	20	3	2	28	30	41	0.6	280	12.4	81	995	0	0
24/03/2016	21	3	2	20	21	44	1.1	272	11.4	83	995	0	0
24/03/2016	22	3	2	17	19	49	0.5	287	11.3	81	995	0	0
24/03/2016	23	3	2	16	18	46	0.6	279	10.5	81	995	0	0
25/03/2016	00	3	2	13	15	49	0.7	269	10.2	77	995	0	0
25/03/2016	01	3	2	12	14	57	1.3	270	10.7	65	994	0	0
25/03/2016	02	3	2	10	12	63	0.7	262	11.5	59	994	0	0
25/03/2016	03	3	2	10	12	69	1.6	295	13	50	995	0	0
25/03/2016	04	3	2	6	8	76	2.5	319	14	42	995	0	0
25/03/2016	05	3	2	8	9	78	2.3	341	14.3	37	996	1	0
25/03/2016	06	3	2	11	13	78	1.9	340	15.1	33	996	20	0
25/03/2016	07	3	2	12	14	78	1.3	327	18.1	27	996	170	0
25/03/2016	08	3	2	10	12	86	1.9	340	20.6	23	996	501	0
25/03/2016	09	3	2	9	11	93	1.6	30	22.6	16	996	654	0
25/03/2016	10	5	3	21	23	90	1.6	127	23.7	18	997	740	0
25/03/2016	11	3	2	19	21	108	2.5	149	23.7	23	998	823	0
25/03/2016	12	3	2	16	18	106	2.5	151	24	19	999	768	0
25/03/2016	13	3	2	15	17	107	2.6	154	23.9	17	998	608	0
25/03/2016	14	3	2	15	17	108	1.9	145	23.2	18	998	271	0
25/03/2016	15	3	2	12	14	109	2	153	22.5	24	997	274	0
25/03/2016	16	3	2	15	17	100	0.9	157	21	39	997	118	0
25/03/2016	17	4	2	24	26	82	0.6	141	19.6	51	997	29	0
25/03/2016	18	4	2	26	28	78	0.1	162	18.4	50	998	1	0
25/03/2016	19	3	2	30	32	65	0.1	199	17.7	57	999	0	0
25/03/2016	20	3	2	37	39	52	0.1	270	17.4	60	999	0	0
25/03/2016	21	3	2	31	33	47	0.1	109	17.5	57	999	0	0
25/03/2016	22	3	2	27	29	46	0.1	300	16.9	61	999	0	0
25/03/2016	23	3	2	32	34	34	0.1	356	15.9	72	999	0	0
26/03/2016	00	3	3	31	33	25	0.1	315	15.4	75	998	0	0
26/03/2016	01	3	2	38	40	30	0.1	315	14.8	68	998	0	0
26/03/2016	02	3	2	23	25	28	0.7	278	13	80	998	0	0
26/03/2016	03	3	2	18	20	35	0.2	281	12.4	79	997	0	0
26/03/2016	04	3	2	15	16	48	0.6	288	13	72	997	0	0
26/03/2016	05	3	2	16	17	44	0.9	280	12.3	75	997	1	0
26/03/2016	06	3	2	16	17	48	0.6	328	14.1	67	998	18	0
26/03/2016	07	3	2	16	18	48	0.5	254	17.1	57	998	167	0
26/03/2016	08	3	2	15	17	74	0.7	144	19.7	40	998	494	0
26/03/2016	09	7	9	35	44	64	1	137	21	36	998	631	0
26/03/2016	10	4	8	35	42	72	1.7	141	22	34	997	755	0
26/03/2016	11	3	3	23	26	92	2.6	142	22.4	38	997	806	0
26/03/2016	12	3	2	23	25	103	3.2	142	22.6	35	997	795	0
26/03/2016	13	3	2	23	25	99	4.2	139	23.1	35	995	740	0
26/03/2016	14	3	2	19	21	102	4.1	146	22.9	39	995	569	0
26/03/2016	15	3	2	18	20	99	3.9	145	22	45	994	453	0
26/03/2016	16	4	2	22	24	97	2.7	130	21.6	49	993	280	0
26/03/2016	17	5	2	40	42	83	0.7	82	21	52	993	96	0
26/03/2016	18	3	2	34	36	79	0.1	145	19.3	61	993	5	0
26/03/2016	19	3	2	38	39	46	0.1	245	16.7	74	993	0	0
26/03/2016	20	3	2	30	32	42	0.1	284	15.4	78	993	0	0
26/03/2016	21	3	2	30	32	44	0.8	344	16.1	72	993	0	0
26/03/2016	22	3	2	21	23	60	1.7	352	19.6	50	993	0	0
26/03/2016	23	3	2	13	15	56	3.8	318	20.9	46	993	0	0
27/03/2016	00	3	2	12	14	55	4.3	317	20.4	46	992	0	0
27/03/2016	01	3	2	11	13	55	4.5	304	19.7	46	992	0	0
27/03/2016	02	3	2	10	12	59	4.2	302	19.5	44	992	0	0
27/03/2016	03	3	2	9	11	58	4.2	304	19.6	46	991	0	0
27/03/2016	04	3	2	9	10	56	3	305	19.7	47	991	0	0
27/03/2016	05	3	2	9	10	54	3.8	304	20.1	46	991	0	0
27/03/2016	06	3	2	9	11	50	1.9	302	19.8	49	992	10	0
27/03/2016	07	3	2	10	12	48	2.9	310	19.7	51	993	46	0
27/03/2016	08	5	2	12	14	43	2	319	19.7	53	993	104	0
27/03/2016	09	5	2	11	13	50	1.3	305	20.7	49	994	176	0
27/03/2016	10	4	2	11	13	71	2.7	331	21.3	40	994	298	0
27/03/2016	11	5	2	11	13	78	1.4	288	22	38	994	468	0
27/03/2016	12	6	2	14	16	76	2.6	156	22.2	45	993	810	0
27/03/2016	13	6	2	11	13	85	2.7	154	22.5	42	992	740	0
27/03/2016	14	4	2	10	12	92	3	148	22.4	41	992	648	0
27/03/2016	15	8	2	18	20	87	2.5	124	22	46	992	488	0
27/03/2016	16	7	2	18	20	86	2.1	125	20.7	52	993	298	0
27/03/2016	17	6	2	14	16	86	1.3	155	19.5	55	992	109	0
27/03/2016	18	5	2	18	20	68	0.1	225	17.5	65	993	4	0
27/03/2016	19	5	2	21	24	51	1	274	15.3	76	993	0	0
27/03/2016	20	3	2	19	21	49	0.3	280	14.7	78	994	0	0
27/03/2016	21	3	2	17	19	54	1.8	329	15	75	994	0	0
27/03/2016	22	3	2	12	14	72	2.8	311	16.3	45	993	0	0
27/03/2016	23	4	2	11	13	58	0.7	282	13.8	54	994	0	0
28/03/2016	00	3	2	10	12	48	0.8	277	11.6	65	994	0	0
28/03/2016	01	3	2	8	10	53	0.4	278	12.5	55	994	0	0
28/03/2016	02	3	2	9	11	51	0.1	272	12.6	54	993	0	0
28/03/2016	03	3	2	9	10	50	0.3	274	13	53	993	0	0
28/03/2016	04	3	2	8	10	47	0.3	289	13.2	54	993	0	0
28/03/2016	05	3	2	9	11	49	0.3	242	13.7	51	992	0	0
28/03/2016	06	4	2	16	18	43	0.2	260	14.5	50	992	18	0
28/03/2016	07	4	2	34	36	32	0.3	153	15.1	54	993	51	0
28/03/2016	08	5	3	33	36	30	0.1	298	15.3	57	993	79	0
28/03/2016	09	8	8	48	56	27	0.1	113	16.7	53	993	125	0
28/03/2016	10	10	18	55	73	26	0.2	156	17.6	52	993	184	0
28/03/2016	11	9	12	52	64	31	0.3	152	17.8	51	993	168	0
28/03/2016	12	9	13	52	65	32	0.3	178	18.4	51	993	173	0
28/03/2016	13	8	10	50	61	36	0.1	180	19	53	992	204	0
28/03/2016	14	7	12	45	56	44	0.3	75	20.3	45	992	340	0
28/03/2016	15	4	8	34	42	53	0.1	190	22.3	36	992	422	0
28/03/2016	16	4	4	32	35	55	0.1	136	23	33	991	227	0
28/03/2016	17	4	3	43	46	43	0.2	159	21.3	46	992	52	0
28/03/2016	18	3	2	56	58	27	0.4	326	19.6	54	992	4	0
28/03/2016	19	4	2	59	61	22	0.4	139	17.2	62	993	0	0
28/03/2016	20	5	2	35	37	35	0.4	294	16.4	63	994	0	0
28/03/2016	21	3	2	20	22	43	0.3	321	15.6	63	994	0	0
28/03/2016	22	4	2	18	20	45	0.9	295	14.9	66	994	0	0
28/03/2016	23	4	2	13	15	49	1.2	259	14.3	69	994	0	0
29/03/2016	00	3	2	11	13	50	0.5	285	14.1	69	994	0	0
29/03/2016	01	3	2	10	12	64	1.9	336	17	54	993	0	0
29/03/2016	02	4	2	9	11	67	3	311	17.4	51	993	0	0
29/03/2016	03	4	2	8	10	71	4.1	303	17.8	48	992	0	0
29/03/2016	04	3	2	8	10	71	3.1	307	17.9	47	992	0	0
29/03/2016	05	3	2	9	11	71	3.2	308	17.9	47	993	1	0
29/03/2016	06	3	2	14	16	63	2.9	326	17.8	48	993	51	0
29/03/2016	07	3	2	16	18	59	1.7	337	19.3	46	993	152	0
29/03/2016	08	4	2	12	14	64	1.2	347	21.3	40	993	450	0
29/03/2016	09	3	2	10	11	72	0.8	65	23.6	32	993	661	0
29/03/2016	10	6	3	16	19	76	0.9	137	25	27	993	776	0
29/03/2016	11	5	3	15	18	83	2.3	169	25.3	28	994	831	0
29/03/2016	12	4	2	13	15	88	2.8	156	25.1	29	994	829	0
29/03/2016	13	3	2	16	18	88	3.7	141	25	30	994	738	0
29/03/2016	14	6	3	25	28	88	2.8	95	25.1	34	994	667	0
29/03/2016	15	3	2	17	19	93	2.9	144	25.3	35	994	495	0
29/03/2016	16	3	2	17	19	96	3.3	141	22.3	46	994	302	0
29/03/2016	17	4	2	19	22	90	1.3	144	21.5	49	994	111	0
29/03/2016	18	7	2	30	32	70	0.2	222	19.9	56	992	5	0
29/03/2016	19	4	2	25	27	57	0.6	273	17.2	68	992	0	0
29/03/2016	20	3	2	17	19	73	2.7	294	18.2	62	993	0	0
29/03/2016	21	3	2	17	19	63	1.3	260	16.4	70	993	0	0
29/03/2016	22	3	2	14	16	70	1.9	325	16.7	64	993	0	0
29/03/2016	23	3	2	11	13	77	1.6	326	16.6	61	992	0	0
30/03/2016	00	3	2	9	11	74	1.1	304	15.6	65	992	0	0
30/03/2016	01	3	2	8	10	81	2.4	322	16.7	59	992	0	0
30/03/2016	02	3	2	8	10	81	2.7	318	16.6	59	992	0	0
30/03/2016	03												0
30/03/2016	04	3	2	9	11	70	0.8	316	15.1	65	990	0	0
30/03/2016	05	3	2	15	17	57	0.4	300	13.7	72	991	2	0
30/03/2016	06	3	2	16	18	57	0.9	299	14.8	66	991	24	0
30/03/2016	07	3	2	14	17	62	1.7	322	17.9	51	991	205	0
30/03/2016	08	8	17	42	59	44	1	146	19.7	48	992	519	0
30/03/2016	09	16	29	64	93	35	1.1	161	20.9	48	991	660	0
30/03/2016	10	4	9	34	43	70	2.5	142	21.5	53	991	775	0
30/03/2016	11	3	3	21	24	90	2.8	147	21.3	61	991	824	0
30/03/2016	12	4	2	20	22	103	2.2	152	21.5	62	991	822	0
30/03/2016	13	3	4	27	31	98	2.1	147	21.5	61	990	741	0
30/03/2016	14	3	2	21	23	102	2.9	152	20.6	65	990	417	0
30/03/2016	15	3	2	21	23	97	2	147	18.5	76	989	252	0
30/03/2016	16	6	3	43	46	78	0.7	158	18.9	74	988	224	0
30/03/2016	17	7	3	58	61	60	0.2	176	18.7	73	988	92	0
30/03/2016	18	4	2	55	58	52	0.1	171	17.9	77	988	9	0
30/03/2016	19	3	2	48	50	32	0.1	255	16.1	85	988	0	0
30/03/2016	20	5	2	43	45	25	0.4	268	14.9	88	988	0	0
30/03/2016	21	5	2	31	33	31	0.1	285	14.6	88	988	0	0
30/03/2016	22	4	2	20	23	49	0.1	262	14.6	84	987	0	0
30/03/2016	23	4	2	17	19	56	0.5	287	14	83	987	0	0
31/03/2016	00	4	2	17	19	42	0.3	247	12.9	89	987	0	0
31/03/2016	01	4	2	16	18	41	0.9	278	12.9	91	986	0	0
31/03/2016	02	4	2	18	20	54	2.1	320	13.7	90	985	0	0
31/03/2016	03	4	2	16	18	55	2	320	13.8	83	983	0	0
31/03/2016	04	4	2	15	17	46	0.3	238	12.8	86	983	0	0
31/03/2016	05	4	2	24	26	24	0.3	273	11.6		983	2	0
31/03/2016	06	4	4	32	36	19	0.4	293	12.2		983	45	0
31/03/2016	07	5	4	23	27	49	0.9	358	16	69	983	225	0
31/03/2016	08	3	2	18	20	65	0.4	264	18.3	58	983	432	0
31/03/2016	09	3	2	9	12	87	4.1	306	21.3	31	983	616	0
31/03/2016	10	3	2	9	11	105	4.3	287	21.5	17	983	574	0
31/03/2016	11	3	2	10	12	102	5	319	21.6	15	983	668	0
31/03/2016	12	3	2	10	12	98	4.9	321	22.5	17	983	847	0
31/03/2016	13	3	2	8	10	102	6	304	22.4	16	983	806	0
31/03/2016	14	3	2	7	10	103	5.7	326	22.2	16	983	678	0
31/03/2016	15	3	2	7	10	100	5.3	329	21.7	19	983	517	0
31/03/2016	16	3	2	8	11	89	5.2	335	20.3	25	985	326	0
31/03/2016	17	3	2	9	11	91	5.2	339	18.6	28	986	137	0
31/03/2016	18	3	2	9	11	89	5.1	337	17.3	29	987	8	0
31/03/2016	19	3	2	9	11	87	4.5	331	16.5	30	988	0	0
31/03/2016	20	3	2	9	11	86	4.5	346	15.9	28	989	0	0
31/03/2016	21	3	2	7	9	86	3.6	324	15.3	30	989	0	0
31/03/2016	22	3	2	7	9	86	2.9	315	14.8	31	990	0	0
31/03/2016	23	3	2	6	8	87	3.4	306	14.3	33	990	0	0
01/04/2016	00	3	2	6	8	86	3.2	310	14.1	34	990	0	0
01/04/2016	01	3	2	5	7	86	3.3	310	13.7	35	990	0	0
01/04/2016	02	3	2	5	8	84	3.7	304	12.9	38	990	0	0
01/04/2016	03	3	2	5	8	82	3.1	301	12.3	40	990	0	0
01/04/2016	04	3	2	6	8	81	3.6	305	11.9	42	989	0	0
01/04/2016	05	3	2	6	8	79	3	300	11.7	44	989	2	0
01/04/2016	06	3	2	8	10	77	2.5	323	12.2	43	990	33	0
01/04/2016	07	3	2	9	11	75	2.8	322	13.7	40	990	239	0
01/04/2016	08	3	2	7	9	79	3.7	329	15.3	36	990	425	0
01/04/2016	09	3	2	8	10	80	2.9	347	16.2	33	991	387	0
01/04/2016	10	3	2	8	10	86	2.2	9	17.9	31	991	840	0
01/04/2016	11	4	2	8	11	93	1.4	36	18.8	28	990	780	0
01/04/2016	12	6	2	11	13	90	2.4	130	18.7	31	989	483	0
01/04/2016	13	3	2	9	11	91	2.5	174	18.2	36	990	498	0
01/04/2016	14	3	2	8	10	89	3	157	17.8	41	990	423	0
01/04/2016	15	4	2	10	13	85	2.1	149	16	52	990	190	0
01/04/2016	16	5	2	10	12	87	1.2	155	16.5	53	990	248	0
01/04/2016	17	4	2	11	13	86	1.8	146	15.8	58	990	56	0
01/04/2016	18	5	2	13	15	81	1.1	146	14.7	65	991	3	0
01/04/2016	19	4	2	15	17	72	0.3	156	13.9	70	991	0	0
01/04/2016	20	3	2	18	20	47	0.3	265	11.9	77	991	0	0
01/04/2016	21	3	2	16	18	48	1.7	272	11.4	77	991	0	0
01/04/2016	22	3	2	14	16	50	0.7	268	11.2	76	991	0	0
01/04/2016	23	3	2	12	14	55	0.5	281	11.5	73	991	0	0
02/04/2016	00	3	2	10	12	60	2.5	327	11.8	69	990	0	0
02/04/2016	01	3	2	9	11	65	2.5	325	11.8	66	990	0	0
02/04/2016	02	3	2	9	11	65	2.4	325	11.5	62	989	0	0
02/04/2016	03	3	2	8	10	63	2.7	321	11	59	988	0	0
02/04/2016	04	3	2	9	11	63	2.1	325	10.7	57	988	0	0
02/04/2016	05	3	2	9	11	67	1.9	316	10.7	56	988	2	0
02/04/2016	06	3	2	8	11	72	2.4	310	11.5	53	988	25	0
02/04/2016	07	3	2	11	13	66	2.3	328	13.4	47	989	227	0
02/04/2016	08	3	2	10	12	71	0.5	28	16.6	36	989	537	0
02/04/2016	09	3	2	12	15	81	1.3	149	18.7	35	989	671	0
02/04/2016	10	3	3	18	21	84	2.6	145	19.4	37	989	788	0
02/04/2016	11	3	3	14	17	93	3.5	139	20.5	34	988	845	0
02/04/2016	12	3	2	13	15	102	3.8	155	21.6	28	987	847	0
02/04/2016	13	3	2	13	15	109	3.5	160	21.6	27	987	774	0
02/04/2016	14	3	2	11	13	111	4.3	149	20.7	33	987	667	0
02/04/2016	15	3	2	10	12	110	4.1	151	19.1	49	987	506	0
02/04/2016	16	3	2	8	11	108	3.1	156	18.8	46	987	320	0
02/04/2016	17	3	2	9	12	104	2.6	151	18	47	988	115	0
02/04/2016	18	3	2	12	14	101	2	146	16.3	63	989	8	0
02/04/2016	19	3	2	17	19	85	0.4	351	14.7	75	990	0	0
02/04/2016	20	3	2	19	21	59	0.3	275	13.7	72	991	0	0
02/04/2016	21	3	2	18	20	58	0.7	261	14	68	991	0	0
02/04/2016	22	3	2	17	19	53	0.2	263	13.5	69	991	0	0
02/04/2016	23	3	2	15	17	60	1.3	289	13.5	69	991	0	0
03/04/2016	00	3	2	14	16	60	0.7	335	12.7	72	990	0	0
03/04/2016	01	3	2	11	13	73	1.5	319	12.9	67	990	0	0
03/04/2016	02	3	2	10	12	70	0.2	248	11.7	69	989	0	0
03/04/2016	03	3	2	11	13	70	0.1	304	11.4	69	989	0	0
03/04/2016	04	3	2	10	12	61	0.2	274	10	76	989	0	0
03/04/2016	05	3	2	10	12	58	0.2	299	10	76	988	2	0
03/04/2016	06	3	2	10	12	74	1.4	322	12	66	989	27	0
03/04/2016	07	3	2	10	13	78	1.2	313	14.6	56	989	150	0
03/04/2016	08	6	5	23	28	74	1.2	148	17.3	47	990	520	0
03/04/2016	09	7	5	22	27	81	1.5	141	18.9	47	989	657	0
03/04/2016	10	6	3	21	24	90	2.8	148	19.3	53	989	706	0
03/04/2016	11	5	3	18	20	101	3	149	20	55	988	859	0
03/04/2016	12	4	2	13	15	114	4.2	152	20.4	52	988	796	0
03/04/2016	13	4	2	11	13	117	3.5	151	19.8	60	987	762	0
03/04/2016	14	4	2	10	12	122	3.1	153	19.7	62	987	660	0
03/04/2016	15	4	2	11	13	116	2.5	143	19.7	62	986	504	0
03/04/2016	16	3	2	9	11	113	1.9	152	19.1	61	987	299	0
03/04/2016	17	3	2	9	11	110	1.2	154	18.2	69	987	110	0
03/04/2016	18	3	2	11	13	94	0.2	171	16.6	79	987	3	0
03/04/2016	19	3	2	20	22	61	0.1	259	15.1	85	988	0	0
03/04/2016	20	3	2	21	23	54	0.1	259	14.8	85	989	0	0
03/04/2016	21	3	2	15	17	52	0.1	260	14.7	83	989	0	0
03/04/2016	22	3	2	14	17	52	0.1	266	14.6	84	989	0	0
03/04/2016	23	3	2	14	17	45	0.1	268	14.6	82	989	0	0
04/04/2016	00	3	2	12	14	49	0.1	280	14.6	80	988	0	0
04/04/2016	01	3	2	12	14	54	0.8	283	15	80	988	0	0
04/04/2016	02	3	2	14	16	54	0.2	330	15.1	84	987	0	0
04/04/2016	03	3	2	13	15	43	0.2	232	14.6	86	987	0	0.2
04/04/2016	04	3	2	12	14	42	0.3	273	13.9	91	987	0	0.4
04/04/2016	05	3	2	13	15	43	0.2	271	13.7	94	987	1	0
04/04/2016	06	3	2	25	27	24	0.1	292	13.8	95	987	30	0
04/04/2016	07	3	3	25	28	43	0.1	219	15.1	94	987	89	0
04/04/2016	08	4	2	20	22	73	1	144	15.9	89	986	159	0
04/04/2016	09	4	2	22	24	71	1.5	149	16.5	86	986	176	0
04/04/2016	10	4	2	16	19	71	0.8	176	18.2	72	985	351	0
04/04/2016	11	4	2	17	19	76	1.6	165	19.1	62	984	218	0
04/04/2016	12	3	2	17	19	78	1.8	185	18.1	67	983	167	0
04/04/2016	13	3	2	15	17	77	1	183	17.5	76	983	176	0
04/04/2016	14	4	2	12	15	82	1.5	186	17.9	73	981	218	0
04/04/2016	15	4	2	11	13	81	1.1	198	18.6	68	980	162	0
04/04/2016	16	4	2	23	26	69	0.7	169	17.7	77	979	65	0
04/04/2016	17	4	2	22	24	61	0.8	150	16.7	87	979	31	0.2
04/04/2016	18	3	2	25	27	70	1.1	131	16	93	978	2	0
04/04/2016	19	3	2	21	23	74	1.1	159	15.8	97	978	0	0
04/04/2016	20	3	2	18	20	77	1.4	159	15.5		978	0	0
04/04/2016	21	3	2	17	19	70	0.6	158	15.4		978	0	0
04/04/2016	22	3	2	17	19	56	0.4	261	15.3		977	0	0
04/04/2016	23	3	2	15	17	45	0.1	254	14.8		977	0	0
05/04/2016	00	3	2	12	14	47	0.1	294	14.2		977	0	0
05/04/2016	01	3	2	10	12	44	0.1	277	13.9		976	0	0
05/04/2016	02	3	2	11	13	46	0.8	285	13.8	97	976	0	0
05/04/2016	03	3	2	13	15	44	0.7	329	14	92	976	0	0
05/04/2016	04	3	2	13	15	39	1	291	13.4	90	976	0	0
05/04/2016	05	3	2	22	24	32	0.6	316	13.1	90	977	1	0
05/04/2016	06	3	2	22	25	30	1.5	337	13.7	85	977	15	0.2
05/04/2016	07	3	3	30	33	22	0.7	331	14.5	82	978	43	0
05/04/2016	08	4	3	25	28	25	0.2	310	15	81	979	57	0.4
05/04/2016	09	4	4	23	27	24	0.3	311	14.6	89	979	80	0.4
05/04/2016	10	3	3	19	21	44	0.9	324	14.7	89	980	121	0.4
05/04/2016	11	4	2	16	18	60	1.7	312	14.9	84	980	122	1.2
05/04/2016	12	4	2	14	16	61	1.8	314	16.2	76	980	158	2.4
05/04/2016	13	4	2	13	16	58	0.7	277	17.1	69	980	115	2
05/04/2016	14	5	3	21	24	55	1.9	55	16.7	71	982	73	1.8
05/04/2016	15	4	3	24	27	61	2.9	43	17.5	60	983	134	0
05/04/2016	16	5	2	24	26	63	3	43	17.6	58	983	58	0
05/04/2016	17	5	2	20	22	66	2.9	42	16.8	64	984	26	0
05/04/2016	18	7	3	42	45	44	1.7	55	15.9	74	986	3	0.2
05/04/2016	19	6	2	35	38	43	0.5	23	14.5	89	987	0	0
05/04/2016	20	3	2	23	26	50	0.6	7	14.1	94	988	0	0.8
05/04/2016	21	3	2	18	21	57	1.9	36	14	95	989	0	0.8
05/04/2016	22	3	2	18	20	57	1.8	32	13.7		990	0	0.6
05/04/2016	23	3	2	14	16	60	1.1	2	13.6		990	0	0.8
06/04/2016	00	3	2	11	13	64	2	307	13.5		990	0	1
06/04/2016	01	3	2	8	10	66	1.5	328	14.1	89	989	0	0.6
06/04/2016	02	3	2	8	10	63	1.7	333	14.8	82	989	0	0.8
06/04/2016	03	3	2	9	11	57	2.1	328	14.9	79	988	0	0.6
06/04/2016	04	3	2	9	11	55	2.1	327	14.8	77	988	0	0.4
06/04/2016	05	3	2	13	15	54	2.3	323	14.8	73	989	2	0
06/04/2016	06	3	2	15	17	55	2.7	323	15	69	990	42	0
06/04/2016	07	3	2	15	17	55	2.3	324	15.8	67	990	136	0
06/04/2016	08	3	2	10	12	65	2.5	313	17.5	60	991	317	0
06/04/2016	09	3	2	9	11	68	2.3	326	20	50	991	488	0
06/04/2016	10	3	2	12	15	75	1	91	21.9	44	990	618	0
06/04/2016	11	3	3	14	16	83	1.4	88	23.3	37	990	772	0
06/04/2016	12	3	2	13	15	89	2.3	147	23.4	40	990	753	0
06/04/2016	13	3	2	12	14	93	2.1	155	22.8	47	990	711	0
06/04/2016	14	3	2	12	14	98	2.5	153	22.6	46	990	620	0
06/04/2016	15	3	2	16	19	91	2.6	150	21.6	50	990	393	0
06/04/2016	16	3	2	16	18	89	2.2	148	20.7	53	989	213	0
06/04/2016	17	3	2	16	18	83	1.6	143	19.4	59	989	79	0
06/04/2016	18	4	2	28	30	65	0.4	152	18.3	65	989	10	0
06/04/2016	19	3	2	34	36	39	0.1	262	17.3	73	990	0	0
06/04/2016	20	5	2	27	29	27	0.4	310	16.3	80	991	0	0
06/04/2016	21	5	2	17	19	40	0.5	305	16.4	76	991	0	0
06/04/2016	22	4	2	14	16	39	0.3	281	15.5	79	991	0	0
06/04/2016	23	5	2	10	12	38	0.8	275	14.6	83	991	0	0
07/04/2016	00	4	2	9	11	44	0.5	289	14.3	82	991	0	0
07/04/2016	01	5	2	10	12	50	1.4	302	14.8	75	990	0	0
07/04/2016	02	5	2	12	14	56	1.4	1	15.4	67	990	0	0
07/04/2016	03	4	2	10	12	48	0.9	349	14.1	69	990	0	0
07/04/2016	04	4	2	11	13	67	1.3	333	14.4	53	990	0	0
07/04/2016	05	5	2	24	27	60	1.1	351	13.8	50	991	4	0
07/04/2016	06	4	2	20	22	62	2.1	323	14.4	49	991	47	0
07/04/2016	07	4	2	14	16	69	1.6	334	16.3	46	991	257	0
07/04/2016	08	4	2	9	11	78	1.6	334	18.8	39	991	538	0
07/04/2016	09	4	2	9	11	84	0.7	59	21	31	991	700	0
07/04/2016	10	7	3	15	18	81	1.1	121	22.2	29	990	814	0
07/04/2016	11	6	3	17	19	89	1.4	159	22.6	31	990	867	0
07/04/2016	12	6	3	16	18	94	2.2	147	23.1	32	989	858	0
07/04/2016	13	5	2	11	13	104	2.5	159	22.7	34	989	780	0
07/04/2016	14	5	2	11	13	107	2.4	154	22.9	35	988	676	0
07/04/2016	15	5	2	13	15	104	3.8	145	21.1	46	988	514	0
07/04/2016	16	5	2	15	17	101	3.1	142	20.1	57	987	318	0
07/04/2016	17	5	2	26	28	88	2.4	127	18.4	67	987	122	0
07/04/2016	18	4	2	14	16	93	0.9	115	16.9	75	988	12	0
07/04/2016	19	7	2	46	48	59	0.5	89	16.3	78	989	0	0
07/04/2016	20	3	2	20	22	40	0.6	264	14.1	88	989	0	0
07/04/2016	21	3	2	20	22	33	2.2	271	13.8	90	990	0	0
07/04/2016	22	3	2	21	23	42	1.5	279	14.2	85	989	0	0
07/04/2016	23	3	2	12	14	65	1.1	297	15.3	65	989	0	0
08/04/2016	00	3	2	10	12	59	0.4	323	14.7	66	989	0	0
08/04/2016	01	3	2	8	10	76	1.9	335	15.2	50	989	0	0
