FECHA	HORA	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.	PM2.5	O3	SO2	CO	NO	NO2	PM10	NOx
		m/s	grados	�C	% H.R.	mb	W/m�	l/m�	�g/m�	�g/m�	�g/m�	mg/m�	�g/m�	�g/m�	�g/m�	�g/m�
03/03/2018	20	1,4	212	15,9	54	978	0	0	10	83	3	0,3	2	9	16	13
03/03/2018	21	0,4	189	15,3	58	978	0	0	11	77	3	0,2	2	10	19	13
03/03/2018	22	0,4	179	14,5	61	977	0	0	8	80	3	0,1	2	9	13	12
03/03/2018	23	0,5	82	13,7	64	976	0	0	8	79	3	0,1	2	8	11	12
04/03/2018	00	0,6	312	13,5	64	976	0	0	6	78	3	0,1	2	8	9	11
04/03/2018	01	1,1	283	13,5	62	976	0	0	4	84	3	0,1	2	4	7	7
04/03/2018	02	0,2	254	12,7	67	976	0	0	4	77	3	0,1	2	5	7	8
04/03/2018	03	0,3	208	12,1	69	975	0	0	4	76	3	0,2	2	4	6	7
04/03/2018	04	0,7	215	12,2	70	975	0	0	4	77	3	0,2	2	4	6	7
04/03/2018	05	0,1	224	12	71	975	0	0	4	75	3	0,1	2	3	6	7
04/03/2018	06	0,1	165	11,3	74	975	0	0	4	70	4	0,2	2	4	7	7
04/03/2018	07	0,1	236	10,4	77	975	0	0	5	60	3	0,2	2	6	8	9
04/03/2018	08	0,1	88	11,8	72	975	23	0	5	63	3	0,2	2	5	8	9
04/03/2018	09	0,1	47	12,8	67	975	35	0	12	69	3	0,2	2	6	15	9
04/03/2018	10	0,2	34	14,6	59	975	191	0	34	80	3	0,2	2	7	39	11
04/03/2018	11	0,4	271	17,1	50	974	325	0	5	88	3	0,2	3	5	7	9
04/03/2018	12	1,7	274	17,1	49	974	114	0	3	89	3	0,2	2	5	6	9
04/03/2018	13	3,3	267	16,4	54	974	110	0	3	88	3	0,3	2	5	5	8
04/03/2018	14	4,7	251	16,3	58	974	242	0	2	83	3	0,3	2	4	5	8
04/03/2018	15	4	246	16,2	59	974	152	0	2	82	3	0,3	3	4	3	8
04/03/2018	16	2,9	272	17,8	48	974	378	0	1	92	3	0,3	3	3	1	7
04/03/2018	17	4,5	292	18,2	44	974	190	0	1	97	4	0,3	2	3	1	7
04/03/2018	18	3,6	286	17,1	45	974	1	0	1	96	3	0,3	2	4	1	8
04/03/2018	19	4,3	285	15,8	46	975	0	0	1	95	4	0,3	2	5	1	8
04/03/2018	20	0,6	249	13,7	51	976	0	0	1	87	4	0,2	2	6	3	9
04/03/2018	21	0,6	277	12,2	57	976	0	0	3	75	4	0,2	2	10	5	13
04/03/2018	22	0,3	251	11,3	63	977	0	0	1	75	4	0,1	2	10	8	13
04/03/2018	23	0,3	265	11,1	66	976	0	0	2	72	4	0,2	2	7	3	10
05/03/2018	00	0,1	60	10,2	71	976	0	0	2	66	5	0,2	2	6	3	8
05/03/2018	01	0,4	88	10,6	70	976	0	0	3	67	4	0,1	2	6	4	9
05/03/2018	02	0,2	71	10,6	73	975	0	0,4	3	60	4	0,1	2	5	9	8
05/03/2018	03	0,7	105	9,3	88	975	0	1,2	3	44	4	0,1	2	5	5	7
05/03/2018	04	0,8	199	9,6	87	973	0	0	3	55	3	0,1	2	5	4	8
05/03/2018	05	0,4	262	9,8	84	973	0	0	3	57	3	0,2	2	6	4	9
05/03/2018	06	2,4	277	10,7	75	973	0	0	4	66	3	0,1	3	9	6	13
05/03/2018	07	3,7	246	10,8	67	973	0	0	1	87	3	0,1	3	5	3	9
05/03/2018	08	1,9	220	12,3	60	973	60	0	1	89	3	0,2	2	5	2	9
05/03/2018	09	2,6	220	14	52	973	366	0	2	90	3	0,3	3	5	4	9
05/03/2018	10	4,8	244	15,5	44	972	504	0	4	88	3	0,3	5	6	15	13
05/03/2018	11	5,8	259	15,6	41	972	364	0	4	85	3	0,3	7	13	21	23
05/03/2018	12	4,4	272	16,3	41	970	456	0	5	82	3	0,3	10	17	26	32
05/03/2018	13	7,2	254	16,8	43	969	521	0	3	88	3	0,3	4	7	11	13
05/03/2018	14	7,5	248	17,8	41	969	624	0	1	93	3	0,3	3	6	5	11
05/03/2018	15	6,3	256	16,2	44	969	210	0	2	91	3	0,3	5	9	6	16
05/03/2018	16	4,6	267	15,7	43	969	139	0	4	81	3	0,2	9	18	27	33
05/03/2018	17	5	286	12,2	67	970	6	0,4	2	87	3	0,1	3	10	9	15
05/03/2018	18	2,4	271	12	63	970	3	0	4	81	4	0,1	4	16	16	22
05/03/2018	19	2	261	12,1	60	971	0	0	4	89	4	0,1	4	11	10	16
05/03/2018	20	4,3	261	11,8	60	972	0	0	2	94	4	0,1	5	12	4	19
05/03/2018	21	3,3	252	11,9	62	972	0	0	1	96	3	0,1	2	5	3	8
05/03/2018	22	3,4	263	12,1	60	973	0	0	2	94	4	0,1	3	7	4	11
05/03/2018	23	6,6	278	12,8	55	973	0	0	1	97	3	0,1	5	7	3	14
06/03/2018	00	8	282	13,1	54	974	0	0	1	97	3	0,1	3	6	3	10
06/03/2018	01	9,5	280	13	54	974	0	0	1	95	3	0,1	3	3	2	7
06/03/2018	02	6,4	281	12,4	54	975	0	0	1	94	3	0,1	2	3	2	6
06/03/2018	03	5,5	284	12,2	53	975	0	0	1	95	4	0,1	2	2	2	6
06/03/2018	04	5,4	291	11,8	55	975	0	0	1	94	3	0,2	2	2	2	5
06/03/2018	05	3,1	274	11,4	55	976	0	0	2	88	3	0,3	2	4	8	7
06/03/2018	06	7,7	291	11,6	52	977	0	0	2	93	4	0,3	2	2	3	5
06/03/2018	07	3,3	280	11,2	53	978	0	0	5	79	3	0,3	5	12	27	19
06/03/2018	08	3,7	272	11,5	51	979	66	0	7	71	3	0,3	11	20	46	37
06/03/2018	09	4,2	273	12,4	47	979	244	0	5	83	4	0,3	6	11	18	20
06/03/2018	10	5,3	276	14	43	979	559	0	7	84	3	0,2	9	14	37	28
06/03/2018	11	2,9	261	14,8	43	978	307	0	5	88	3	0,2	5	8	21	15
06/03/2018	12	6,2	271	16,2	38	978	562	0	6	84	3	0,2	9	14	31	27
06/03/2018	13	5,4	257	16,6	36	977	173	0	4	89	3	0,3	6	10	18	19
06/03/2018	14	7,2	276	16,4	37	977	110	0	4	89	3	0,2	6	12	13	21
06/03/2018	15	6,5	280	16,6	38	976	28	0	3	92	3	0,3	5	9	10	16
06/03/2018	16	4,9	296	15	52	977	45	0	3	89	5	0,2	3	7	8	12
06/03/2018	17	4	250	15	53	977	16	0	3	87	5	0,2	3	6	7	11
06/03/2018	18	3,1	244	14,1	57	977	0	0	3	82	5	0,2	3	8	9	13
06/03/2018	19	2	272	13,7	57	978	0	0	4	80	5	0,2	3	9	9	13
06/03/2018	20	2,6	264	13,7	53	978	0	0	2	76	5	0,2	4	11	9	17
06/03/2018	21	1,7	259	13,2	55	979	0	0	2	78	5	0,1	3	6	5	10
06/03/2018	22	1,7	289	12,6	58	979	0	0	2	71	5	0,1	4	10	7	15
06/03/2018	23	0,8	281	12,2	59	979	0	0	2	73	5	0,1	2	7	4	11
07/03/2018	00	0,4	278	11,8	63	980	0	0	2	65	5	0,1	3	10	7	14
07/03/2018	01	1,3	260	11,4	62	980	0	0	2	76	5	0,1	3	6	5	11
07/03/2018	02	1,2	268	10,2	64	981	0	0	2	76	5	0,1	3	6	5	10
07/03/2018	03	1,7	269	10	64	981	0	0	3	70	5	0,1	4	10	8	16
07/03/2018	04	2,4	268	9,6	62	981	0	0	3	74	4	0,2	3	9	8	13
07/03/2018	05	6	288	10,1	57	982	0	0	3	86	3	0,1	2	2	5	6
07/03/2018	06	4,7	283	9,9	58	984	0	0	4	81	4	0,1	2	4	7	7
07/03/2018	07	1,7	289	9,5	59	985	0	0	4	72	4	0,1	3	11	9	16
07/03/2018	08	3	283	10,3	55	986	87	0	6	73	3	0,2	5	11	21	18
07/03/2018	09	3,3	280	11,7	48	987	319	0	4	77	4	0,2	5	8	14	16
07/03/2018	10	2,8	296	13	38	987	529	0	3	86	3	0,1	3	5	8	10
07/03/2018	11	2,9	286	14,8	31	987	691	0	2	89	3	0,2	3	5	12	10
07/03/2018	12	4,2	290	16	25	987	789	0	2	91	3	0,2	3	5	11	10
07/03/2018	13	3,3	289	17,3	21	987	817	0	2	86	3	0,1	10	13	10	27
07/03/2018	14	3,4	267	18,2	21	986	761	0	2	91	3	0,1	5	8	6	16
07/03/2018	15	3,3	250	18,8	22	986	599	0	2	94	3	0,1	4	8	7	14
07/03/2018	16	2,2	251	18,5	23	986	352	0	2	94	3	0,1	4	7	5	12
07/03/2018	17	2,8	237	17,4	24	986	122	0	2	91	3	0,1	3	8	5	14
07/03/2018	18	1,7	236	15,3	29	986	0	0	3	79	3	0,1	3	12	10	17
07/03/2018	19	0,5	161	12,9	37	987	0	0	4	61	3	0,1	2	22	17	26
07/03/2018	20	0,6	106	11,5	44	987	0	0	7	56	4	0,1	2	17	16	20
07/03/2018	21	0,2	14	11,5	46	987	0	0	12	39	3	0,1	2	30	23	33
07/03/2018	22	0,3	65	11,7	46	987	0	0	6	58	3	0,1	2	17	13	20
07/03/2018	23	1,3	90	10,8	53	987	0	0	5	57	4	0,1	2	12	11	15
08/03/2018	00	0,3	261	10,5	60	987	0	0	6	44	3	0,1	2	12	14	15
08/03/2018	01	0,5	145	9,8	66	986	0	0	7	35	4	0,1	2	13	19	16
08/03/2018	02	0,3	348	9,9	69	986	0	0,6	7	40	4	0,1	3	13	17	17
08/03/2018	03	0,4	56	9,3	78	986	0	0	7	46	4	0,1	2	10	14	13
08/03/2018	04	0,6	51	9,6	79	985	0	0	5	59	3	0,1	2	7	9	10
08/03/2018	05	0,4	49	9,8	78	985	0	0	4	60	3	0,1	2	6	8	10
08/03/2018	06	0,5	54	9,5	78	985	0	0,2	3	73	3	0,1	2	4	7	7
08/03/2018	07	0,4	45	9,1	84	985	0	0	4	72	3	0,1	2	8	6	12
08/03/2018	08	0,2	191	9,4	87	986	0	0	3	48	3	0,1	4	17	5	22
08/03/2018	09	0,1	283	10,3	80	986	30	0	6	63	3	0,1	3	12	12	16
08/03/2018	10	0,2	78	11,9	71	986	172	0	17	73	3	0,1	3	12	22	17
08/03/2018	11	0,3	112	12,9	66	986	338	0	15	91	3	0,1	3	7	19	11
08/03/2018	12	0,4	155	15,9	59	985	672	0	7	93	3	0,1	3	7	11	12
08/03/2018	13	0,5	50	17,1	59	985	303	0	7	90	3	0,1	3	8	11	13
08/03/2018	14	0,9	343	18,4	57	984	485	0	7	91	3	0,1	3	9	11	13
08/03/2018	15	3,2	25	17,3	60	984	342	0	9	87	3	0,1	3	10	17	14
08/03/2018	16	1	269	19,1	56	985	333	0	6	78	3	0,2	3	9	11	14
08/03/2018	17	0,7	229	19,2	57	985	103	0	5	73	3	0,2	4	10	10	16
08/03/2018	18	0,6	183	17,9	62	985	1	0	7	65	3	0,3	3	16	14	21
08/03/2018	19	0,5	56	17,2	65	986	0	0	8	61	3	0,3	2	19	18	23
08/03/2018	20	0,3	69	15,5	72	987	0	0	8	48	3	0,3	2	15	16	19
08/03/2018	21	0,2	158	14,2	78	988	0	0	16	25	3	0,3	6	29	25	38
08/03/2018	22	0,2	43	13,7	81	988	0	0	20	21	3	0,3	3	24	27	29
08/03/2018	23	0,2	340	13,6	81	989	0	0	10	29	3	0,3	3	14	15	18
09/03/2018	00	0,2	323	13,3	82	989	0	0	14	16	3	0,3	3	17	19	20
09/03/2018	01	0,2	272	13,2	84	989	0	0	9	18	3	0,3	2	15	14	19
09/03/2018	02	0,7	255	14	81	989	0	0	6	34	3	0,3	2	12	9	16
09/03/2018	03	0,6	98	14,4	80	989	0	0	4	46	3	0,3	2	7	5	11
09/03/2018	04	0,4	226	14,5	80	989	0	0	3	47	4	0,3	2	6	5	9
09/03/2018	05	0,3	108	13,8	81	989	0	0	4	46	5	0,1	2	6	5	10
09/03/2018	06	0,2	267	12,6	84	989	0	0	4	33	5	0,1	4	15	6	21
09/03/2018	07	0,4	234	11,1	91	989	0	0	5	19	5	0,1	3	15	7	20
09/03/2018	08	0,2	128	14,6	77	990	96	0	3	31	5	0,1	12	19	11	37
09/03/2018	09	0,7	262	17,7	63	989	321	0	4	52	5	0,1	5	11	14	19
09/03/2018	10	3	261	20,3	44	990	525	0	6	80	5	0,1	4	7	26	14
09/03/2018	11	4,9	226	21,5	42	989	692	0	5	87	4	0,1	4	5	10	11
09/03/2018	12	3	258	22,5	36	988	584	0	6	89	4	0,1	4	8	22	14
09/03/2018	13	2,6	281	23	36	987	676	0	5	83	4	0,1	12	17	21	36
09/03/2018	14	1,8	266	24,9	32	986	750	0	3	96	4	0,1	4	9	9	15
09/03/2018	15	2,1	268	25,2	30	986	600	0	3	95	4	0,1	6	15	14	24
09/03/2018	16	1,6	255	26,2	28	985	470	0	3	101	3	0,2	5	12	12	20
09/03/2018	17	1,7	258	25,9	24	984	206	0	2	95	3	0,2	5	12	12	19
09/03/2018	18	1,4	265	24,1	29	984	3	0	3	90	3	0,2	4	13	10	19
09/03/2018	19	1,3	280	21,2	45	986	0	0	7	79	3	0,1	4	22	18	28
09/03/2018	20	0,3	304	19,5	51	986	0	0	7	72	3	0,1	4	22	18	27
09/03/2018	21	0,4	244	18,3	57	986	0	0	9	66	4	0,2	3	20	22	24
09/03/2018	22	0,2	282	17	62	986	0	0	12	56	3	0,2	3	20	25	24
09/03/2018	23	0,7	92	15,1	70	987	0	0	13	51	3	0,2	2	14	25	18
10/03/2018	00	0,3	78	14,3	72	986	0	0	13	47	4	0,2	2	13	26	17
10/03/2018	01	0,1	96	13,4	75	986	0	0	15	34	4	0,2	2	19	27	22
10/03/2018	02	0,3	107	12,2	79	986	0	0	12	37	4	0,2	2	12	19	15
10/03/2018	03	0,3	8	12,1	79	985	0	0	15	31	4	0,3	2	12	22	16
10/03/2018	04	0,1	99	11,5	80	985	0	0	12	27	3	0,2	2	11	17	15
10/03/2018	05	0,1	146	11,3	81	985	0	0	9	26	4	0,1	2	11	12	14
10/03/2018	06	0,1	39	11,9	78	985	0	0	11	25	3	0,1	2	13	16	16
10/03/2018	07	0,2	88	12,4	77	984	0	0	5	36	3	0,1	2	10	10	13
10/03/2018	08	0,2	130	12,3	80	985	22	0	11	13	3	0,1	13	19	28	39
10/03/2018	09	0,2	245	15,1	71	985	176	0	29	21	4	0,1	16	23	73	49
10/03/2018	10	0,5	189	20,8	51	985	505	0	11	52	3	0,1	8	15	22	27
10/03/2018	11	3,8	247	25,2	32	984	698	0	5	82	3	0,1	4	6	27	12
10/03/2018	12	3,6	215	26	30	982	711	0	3	82	3	0,1	3	4	6	9
10/03/2018	13	4,7	222	26,8	28	981	773	0	3	84	3	0,1	3	4	6	9
10/03/2018	14	7,4	217	26,7	31	980	798	0	4	86	3	0,1	3	5	8	10
10/03/2018	15	6,1	211	26,6	33	979	643	0	5	89	3	0,1	3	6	10	11
10/03/2018	16	5,8	221	25,5	35	978	292	0	5	88	3	0,2	3	6	11	11
10/03/2018	17	6,8	286	19,7	54	980	12	0,9	4	85	3	0,2	3	5	15	10
10/03/2018	18	0,9	171	15,1	86	982	0	0,2	6	65	3	0,2	3	6	13	10
10/03/2018	19	1	119	15,4	80	981	0	0	5	63	3	0,2	3	7	7	11
10/03/2018	20	0,4	54	16	73	981	0	0	7	64	3	0,3	2	6	13	10
10/03/2018	21	0,2	110	15,3	78	981	0	0	23	41	4	0,3	2	10	35	14
10/03/2018	22	0,3	120	15,8	70	981	0	0	41	48	3	0,3	2	13	64	16
10/03/2018	23	0,2	78	15,8	64	981	0	0	26	59	3	0,3	2	6	39	10
11/03/2018	00	1,6	284	15,6	60	981	0	0	13	66	3	0,2	2	5	20	9
11/03/2018	01	1,2	261	14,3	62	981	0	0	4	73	4	0,2	2	3	7	7
11/03/2018	02	0,6	119	12,9	65	981	0	0	9	69	4	0,2	2	4	16	7
11/03/2018	03	0,5	118	12,1	66	981	0	0	22	65	4	0,2	2	5	36	8
11/03/2018	04	0,6	199	11,6	65	980	0	0	7	68	3	0,2	2	4	12	7
11/03/2018	05	0,3	162	10,3	72	981	0	0	12	53	3	0,2	2	5	22	8
11/03/2018	06	0,4	260	10,8	68	981	0	0	6	63	3	0,3	2	5	12	8
11/03/2018	07	0,5	263	11,6	59	982	0	0	2	81	3	0,3	2	4	5	7
11/03/2018	08	0,7	245	12,7	55	982	68	0	2	84	3	0,3	2	5	5	9
11/03/2018	09	2,9	247	15,3	47	982	280	0	3	91	3	0,3	2	3	9	7
11/03/2018	10	5,9	266	16,7	43	982	524	0	2	95	3	0,3	3	3	6	7
11/03/2018	11	8,4	283	17,2	42	982	721	0	2	96	3	0,2	3	3	3	8
11/03/2018	12	7,9	279	17,2	39	982	564	0	3	97	3	0,2	3	3	4	7
11/03/2018	13	6,8	267	18,4	33	982	652	0	4	99	3	0,2	2	3	7	7
11/03/2018	14	6,2	263	19,2	33	981	652	0	3	98	3	0,2	3	3	6	7
11/03/2018	15	7,6	260	17,9	36	981	150	0	2	96	3	0,2	3	3	5	8
11/03/2018	16	6,9	274	16,1	46	981	396	0	1	95	3	0,2	3	3	3	8
11/03/2018	17	5,7	271	15,5	45	982	170	0	1	94	3	0,2	3	3	1	7
11/03/2018	18	5,7	261	14,5	47	982	0	0	1	94	3	0,3	3	3	2	7
11/03/2018	19	5,8	260	13,3	50	982	0	0	2	95	3	0,3	2	4	3	7
11/03/2018	20	3,7	246	11,9	56	983	0	0	1	89	4	0,2	2	3	3	7
11/03/2018	21	2,9	260	11,9	57	984	0	0	2	87	3	0,2	2	3	3	7
11/03/2018	22	5,8	260	12,2	54	985	0	0	2	91	4	0,3	2	3	4	7
11/03/2018	23	8	275	12,2	53	985	0	0	3	97	4	0,3	2	2	6	5
12/03/2018	00	6,2	273	12,3	53	986	0	0	4	98	4	0,3	2	2	7	5
12/03/2018	01	4,8	263	12,6	52	987	0	0	4	95	4	0,3	2	2	7	5
12/03/2018	02	6,6	268	13	51	986	0	0	8	91	4	0,3	4	5	30	10
12/03/2018	03	6,8	274	13,1	50	987	0	0	6	86	3	0,3	6	10	19	19
12/03/2018	04	4,3	267	12,7	53	987	0	0	10	83	3	0,2	6	10	23	18
12/03/2018	05	6,1	272	12,9	52	988	0	0	10	79	3	0,1	7	14	28	25
12/03/2018	06	6,6	276	13	51	988	0	0	8	83	3	0,1	6	10	37	18
12/03/2018	07	6,2	276	13	50	990	2	0	8	84	3	0,1	5	12	30	20
12/03/2018	08	4,7	274	13,9	48	991	94	0	9	75	3	0,2	9	16	44	30
12/03/2018	09	4,2	275	14,1	47	991	86	0	6	80	3	0,2	7	12	24	22
12/03/2018	10	6	283	15,3	43	991	268	0	5	88	3	0,1	4	9	18	15
12/03/2018	11	5,1	276	15,8	42	991	195	0	6	82	3	0,2	6	12	29	22
12/03/2018	12	5,6	284	16,2	40	991	178	0	4	90	3	0,2	4	8	16	14
12/03/2018	13	5,3	291	16,6	39	991	261	0	4	92	3	0,2	5	9	9	17
12/03/2018	14	6,5	289	17,6	35	991	518	0	4	95	3	0,2	5	7	11	14
12/03/2018	15	6,9	279	18,5	32	991	598	0	5	94	3	0,1	6	10	15	19
12/03/2018	16	6,8	280	19	30	991	592	0	5	98	4	0,2	4	7	14	14
12/03/2018	17	6,2	281	18,6	31	991	278	0	5	95	4	0,2	5	8	12	15
12/03/2018	18	5,6	278	17,2	33	992	8	0	6	89	4	0,3	5	14	14	22
12/03/2018	19	3,7	276	15,9	37	993	0	0	6	86	4	0,3	4	13	15	19
12/03/2018	20	2,2	264	14,6	42	994	0	0	8	70	4	0,3	6	22	22	31
12/03/2018	21	4,1	277	14,5	41	994	0	0	8	81	5	0,3	5	12	16	20
12/03/2018	22	0,6	230	13,1	47	994	0	0	8	74	4	0,3	5	14	19	21
12/03/2018	23	0,3	273	12,2	51	994	0	0	9	74	5	0,3	3	8	19	12
13/03/2018	00	1	196	11,2	56	994	0	0	9	70	5	0,3	2	7	16	10
13/03/2018	01	1,2	242	11,9	56	994	0	0	9	74	5	0,3	2	5	17	9
13/03/2018	02	0,1	202	11,7	60	993	0	0	10	69	4	0,3	2	5	19	8
13/03/2018	03	0,9	237	12,2	61	992	0	0	11	72	5	0,3	2	4	20	8
13/03/2018	04	0,2	241	12,1	63	992	0	0	11	70	3	0,2	2	4	21	8
13/03/2018	05	0,1	156	12,1	63	992	0	0	11	69	3	0,2	2	5	20	8
13/03/2018	06	0,1	10	12,2	64	992	0	0	12	51	3	0,2	2	14	23	17
13/03/2018	07	1,1	6	12,3	67	992	0	0,2	10	62	3	0,1	3	14	19	19
13/03/2018	08	0,3	137	10,7	86	993	8	0,6	11	45	3	0,3	4	16	19	22
13/03/2018	09			11,4	87			0		41						
13/03/2018	10			13,3	85					19						
13/03/2018	11			16,6	69					25						
13/03/2018	12			18,4	61					40						
13/03/2018	13			20,1	55					50						
13/03/2018	14			21,4	49					63						
13/03/2018	15			22,1	45					66						
13/03/2018	16			21,9	42					66						
13/03/2018	17			21,1	43					71						
13/03/2018	18			20,5	46					68						
13/03/2018	19			19	51					57						
13/03/2018	20			18,2	53					60						
13/03/2018	21			17,3	57					59						
13/03/2018	22			15,4	65					45						
13/03/2018	23			14,2	70					38						
14/03/2018	00			13,8	69					40						
14/03/2018	01			12,8	73					33						
14/03/2018	02			12,4	76					36						
14/03/2018	03			11	82					28						
14/03/2018	04			10,1	86					20						
14/03/2018	05			10,1	86					21						
14/03/2018	06			9,9	88					13						
14/03/2018	07			10,5	85					22						
14/03/2018	08			13,4	76					13						
14/03/2018	09			16,7	63					36						
14/03/2018	10			18,8	53					57						
14/03/2018	11			19,4	50					66						
14/03/2018	12			19,4	50					66						
14/03/2018	13			21,4	45					71						
14/03/2018	14			22,2	42					77						
14/03/2018	15			22,9	40					80						
14/03/2018	16			22,5	40					75						
14/03/2018	17			22,4	41					73						
14/03/2018	18			20,4	50					73						
14/03/2018	19			18,5	57					60						
14/03/2018	20			17,4	60					59						
14/03/2018	21			17,1	61					57						
14/03/2018	22			17,1	60					60						
14/03/2018	23			16,8	61					59						
15/03/2018	00			16,7	61					55						
15/03/2018	01			16,4	61					50						
15/03/2018	02			17,2	57					57						
15/03/2018	03			14,4	71					97						
15/03/2018	04			13,8	69					101						
15/03/2018	05			13,7	69					98						
15/03/2018	06			13,6	66					102						
15/03/2018	07			14,1	57					108						
15/03/2018	08			14,4	54					97						
15/03/2018	09			14,7	50					94						
15/03/2018	10			15,6	45					97						
15/03/2018	11			16,1	46					92						
15/03/2018	12			16,6	47					94						
15/03/2018	13			16,9	46					98						
15/03/2018	14			17,6	39					93						
15/03/2018	15			18,6	35					98						
15/03/2018	16			20,1	32					96						
15/03/2018	17			19,2	34					96						
15/03/2018	18			17,6	42					100						
15/03/2018	19			15,8	45					87						
15/03/2018	20			13,7	55					75						
15/03/2018	21			13,6	58					76						
15/03/2018	22			12,6	62					70						
15/03/2018	23			12,1	62					75						
16/03/2018	00			12,3	60					83						
16/03/2018	01			11,6	64					79						
16/03/2018	02			10,9	65					83						
16/03/2018	03			11,7	60					88						
16/03/2018	04			10,3	65					83						
16/03/2018	05			9	70					72						
16/03/2018	06			9,3	70					62						
16/03/2018	07			9,3	71					49						
16/03/2018	08			11,2	65					56						
16/03/2018	09			13,6	55					75						
16/03/2018	10			14,5	51					87						
16/03/2018	11			14,9	49					94						
16/03/2018	12			16,1	44					94						
16/03/2018	13			17	37					95						
16/03/2018	14			18	33					103						
16/03/2018	15			17,8	31					102						
16/03/2018	16			17,7	34					104						
16/03/2018	17			17,7	34					95						
16/03/2018	18			15,9	36					99						
16/03/2018	19			13,9	44					91						
16/03/2018	20			12,1	50					81						
16/03/2018	21			11,3	55					81						
16/03/2018	22			11,1	58					78						
16/03/2018	23			10,2	63					77						
17/03/2018	00			9,7	65					77						
17/03/2018	01			9,5	66					73						
17/03/2018	02			9,7	64					83						
17/03/2018	03			9,6	65					82						
17/03/2018	04			9,6	66					85						
17/03/2018	05			8,7	69					82						
17/03/2018	06			8,7	70					74						
17/03/2018	07			9,3	66					78						
17/03/2018	08			10,9	59					77						
17/03/2018	09			13,1	47					82						
17/03/2018	10			15	42					87						
17/03/2018	11			15,7	39					92						
17/03/2018	12			16	38					100						
17/03/2018	13			15,8	39					101						
17/03/2018	14			16,1	44					100						
17/03/2018	15			15,6	51					97						
17/03/2018	16			15	59					95						
17/03/2018	17			13,7	60					99						
17/03/2018	18			12,8	61					96						
17/03/2018	19			12,5	61					93						
17/03/2018	20			12,3	61					88						
17/03/2018	21			11,9	62					86						
17/03/2018	22			11,2	67					78						
17/03/2018	23			11,4	64					85						
18/03/2018	00			11,3	65					87						
18/03/2018	01			10,9	68					85						
18/03/2018	02			10,6	69					88						
18/03/2018	03			10,1	70					88						
18/03/2018	04			8,9	74					82						
18/03/2018	05			9,2	70					84						
18/03/2018	06			9,8	64					92						
18/03/2018	07			9,9	64					94						
18/03/2018	08			10,4	61					94						
18/03/2018	09			11,6	57					93						
18/03/2018	10			13	53					93						
18/03/2018	11			14,4	49					94						
18/03/2018	12			15,6	43					97						
18/03/2018	13			16,1	40					101						
18/03/2018	14			16,2	35					106						
18/03/2018	15			16,7	32					111						
18/03/2018	16			17,4	32					110						
18/03/2018	17			16,1	35					107						
18/03/2018	18			16,1	32					112						
18/03/2018	19			14,7	37					108						
18/03/2018	20			13,9	39					105						
18/03/2018	21			13	46					99						
18/03/2018	22			12,3	52					94						
18/03/2018	23			12,1	51					95						
19/03/2018	00			10,6	56					86						
19/03/2018	01			9,1	62					77						
19/03/2018	02			9,1	61					79						
19/03/2018	03			9,4	61					78						
19/03/2018	04			9,2	63					77						
19/03/2018	05			7,4	69					66						
19/03/2018	06			8,2	68					67						
19/03/2018	07			9,3	67					74						
19/03/2018	08			10,3	65					76						
19/03/2018	09			11,8	59					82						
19/03/2018	10			11,9	57					85						
19/03/2018	11			13,2	50					91						
19/03/2018	12			15,5	39					100						
19/03/2018	13			16,1	41					100						
19/03/2018	14			15,8	45					100						
19/03/2018	15			14,3	61					93						
19/03/2018	16			16,1	51					94						
19/03/2018	17			16,3	47					97						
19/03/2018	18			15	59					93						
19/03/2018	19			10,7	78					90						
19/03/2018	20			11,1	68					89						
19/03/2018	21			11,1	61					91						
19/03/2018	22			10	59					93						
19/03/2018	23			9	47					108						
20/03/2018	00			8,1	51					103						
20/03/2018	01			8,5	47					102						
20/03/2018	02			8	47					98						
20/03/2018	03			7,4	48					91						
20/03/2018	04			7,1	47					98						
20/03/2018	05			7,3	45					98						
20/03/2018	06			7,4	46					98						
20/03/2018	07			7,2	51					76						
20/03/2018	08			8,6	49					83						
20/03/2018	09			9,7	42					94						
20/03/2018	10			10,8	36					97						
20/03/2018	11			11,2	34					100						
20/03/2018	12			11,4	33					101						
20/03/2018	13			11,4	33					96						
20/03/2018	14			11,5	35					98						
20/03/2018	15			12	35					99						
20/03/2018	16			12,6	35					101						
20/03/2018	17			12,7	38					99						
20/03/2018	18			12,2	39					94						
20/03/2018	19			10	48					67						
20/03/2018	20			7,9	57					56						
20/03/2018	21			7	60					52						
20/03/2018	22			6,7	59					57						
20/03/2018	23			7,3	50					86						
21/03/2018	00			5,7	56					75						
21/03/2018	01			4,3	61					69						
21/03/2018	02			3,1	66					63						
21/03/2018	03			2,6	66					65						
21/03/2018	04			2	68					62						
21/03/2018	05			1,5	71					63						
21/03/2018	06			0,3	76					52						
21/03/2018	07			1	75					28						
21/03/2018	08			3,4	69					30						
21/03/2018	09			7,4	52					62						
21/03/2018	10			10,5	35					89						
21/03/2018	11			11,8	31					99						
21/03/2018	12			13,5	28					107						
21/03/2018	13			14,6	23					118						
21/03/2018	14			16,1	20					125						
21/03/2018	15			17,4	18					125						
21/03/2018	16			16,1	21					125						
21/03/2018	17			14,2	26					126						
